rodada,id_jogador,nome_jogador,pontuacao,posicao,entrou_em_campo,equipe,adv,perc_jogos
31,Renato Augusto - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_tP0yBkY.png,Renato Augusto,3.7,Meia,True,Corinthians,Athlético-PR,0.5333333333333333
32,Renato Augusto - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_tP0yBkY.png,Renato Augusto,1.4,Meia,True,Corinthians,Bragantino,0.5483870967741935
33,Renato Augusto - Meia (Corinthians)https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_tP0yBkY.png,Renato Augusto,7.2,Meia,True,Corinthians,Atlético-MG,0.5625
1,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,8.280000000000001,Técnico,True,Grêmio,Santos,1.0
2,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,3.45,Técnico,True,Grêmio,Cruzeiro,1.0
3,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,5.2,Técnico,True,Grêmio,Cuiabá,1.0
4,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,5.15,Técnico,True,Grêmio,Bragantino,1.0
5,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,2.68,Técnico,True,Grêmio,Palmeiras,1.0
6,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,6.92,Técnico,True,Grêmio,Fortaleza,1.0
7,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,5.72,Técnico,True,Grêmio,Internacional,1.0
8,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,4.859999999999999,Técnico,True,Grêmio,Athlético-PR,1.0
9,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,6.28,Técnico,True,Grêmio,São Paulo,1.0
10,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,3.65,Técnico,True,Grêmio,Flamengo,1.0
11,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,6.77,Técnico,True,Grêmio,América-MG,1.0
12,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,9.9,Técnico,True,Grêmio,Coritiba,1.0
13,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,5.81,Técnico,True,Grêmio,Bahia,1.0
14,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,3.51,Técnico,True,Grêmio,Botafogo,1.0
16,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,7.27,Técnico,True,Grêmio,Atlético-MG,0.9333333333333333
17,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,3.54,Técnico,True,Grêmio,Goiás,0.9375
18,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,2.45,Técnico,True,Grêmio,Vasco,0.9411764705882353
19,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,7.17,Técnico,True,Grêmio,Fluminense,0.9444444444444444
20,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,2.3,Técnico,True,Grêmio,Santos,0.9473684210526315
21,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,9.74,Técnico,True,Grêmio,Cruzeiro,0.95
22,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,7.46,Técnico,True,Grêmio,Cuiabá,0.9523809523809523
23,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,1.96,Técnico,True,Grêmio,Bragantino,0.9545454545454546
24,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,6.45,Técnico,True,Grêmio,Palmeiras,0.9565217391304348
25,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,3.45,Técnico,True,Grêmio,Fortaleza,0.9583333333333334
26,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,2.56,Técnico,True,Grêmio,Internacional,0.96
27,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,3.24,Técnico,True,Grêmio,Athlético-PR,0.9615384615384616
28,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,2.25,Técnico,True,Grêmio,São Paulo,0.9629629629629629
29,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,7.05,Técnico,True,Grêmio,Flamengo,0.9642857142857143
30,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,7.18,Técnico,True,Grêmio,América-MG,0.9655172413793104
31,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,5.48,Técnico,True,Grêmio,Coritiba,0.9666666666666667
32,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,7.34,Técnico,True,Grêmio,Bahia,0.967741935483871
33,Renato Gaúcho - Técnico (Grêmio)https://s.sde.globo.com/media/person_role/2021/07/12/a1f0a8f108ede4bf4ca2033148bcb547_FORMATO.png,Renato Gaúcho,6.72,Técnico,True,Grêmio,Botafogo,0.96875
22,Renato Kayzer - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fWFDOrP.png,Renato Kayzer,0.1,Atacante,True,América-MG,Santos,0.0
27,Renato Kayzer - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NWhDcn5.png,Renato Kayzer,2.8,Atacante,True,América-MG,Botafogo,0.0
29,Renato Kayzer - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_NWhDcn5.png,Renato Kayzer,-0.3,Atacante,True,América-MG,Athlético-PR,0.03571428571428571
5,Renato Marques - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Xz7R3yj.png,Renato Marques,1.1,Atacante,True,América-MG,Bragantino,0.0
6,Renato Marques - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Xz7R3yj.png,Renato Marques,0.2,Atacante,True,América-MG,Cruzeiro,0.2
7,Renato Marques - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Xz7R3yj.png,Renato Marques,5.4,Atacante,True,América-MG,Fortaleza,0.3333333333333333
8,Renato Marques - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Xz7R3yj.png,Renato Marques,-1.7,Atacante,True,América-MG,Botafogo,0.42857142857142855
9,Renato Marques - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,Renato Marques,8.0,Atacante,True,América-MG,Corinthians,0.0
10,Renato Marques - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,Renato Marques,0.0,Atacante,True,América-MG,Athlético-PR,0.1111111111111111
11,Renato Marques - Atacante (América-MG)https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_lScxD3S.png,Renato Marques,-0.3,Atacante,True,América-MG,Grêmio,0.2
1,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,4.76,Técnico,True,Bahia,Bragantino,1.0
2,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,3.37,Técnico,True,Bahia,Botafogo,1.0
3,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,7.01,Técnico,True,Bahia,Vasco,1.0
4,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,6.44,Técnico,True,Bahia,Coritiba,1.0
5,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,2.88,Técnico,True,Bahia,Santos,1.0
6,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,4.62,Técnico,True,Bahia,Flamengo,1.0
7,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,4.81,Técnico,True,Bahia,Goiás,1.0
8,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,2.15,Técnico,True,Bahia,Internacional,1.0
9,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,5.52,Técnico,True,Bahia,Fortaleza,1.0
10,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,4.65,Técnico,True,Bahia,Cruzeiro,1.0
11,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,6.87,Técnico,True,Bahia,Palmeiras,1.0
12,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,4.74,Técnico,True,Bahia,Fluminense,1.0
13,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,3.38,Técnico,True,Bahia,Grêmio,1.0
14,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,2.01,Técnico,True,Bahia,Cuiabá,1.0
15,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,2.85,Técnico,True,Bahia,Athlético-PR,1.0
16,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,5.86,Técnico,True,Bahia,Corinthians,1.0
17,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,7.46,Técnico,True,Bahia,São Paulo,1.0
18,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,8.54,Técnico,True,Bahia,América-MG,1.0
19,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,2.15,Técnico,True,Bahia,Atlético-MG,1.0
20,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,11.95,Técnico,True,Bahia,Bragantino,1.0
21,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,2.52,Técnico,True,Bahia,Botafogo,1.0
22,Renato Paiva - Técnico (Bahia)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,Renato Paiva,4.18,Técnico,True,Bahia,Vasco,1.0
1,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,5.9,Lateral,True,Internacional,Fortaleza,1.0
2,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,3.9,Lateral,True,Internacional,Flamengo,1.0
3,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,6.7,Lateral,True,Internacional,Goiás,1.0
4,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,4.8,Lateral,True,Internacional,São Paulo,1.0
5,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,2.1,Lateral,True,Internacional,Athlético-PR,1.0
8,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,6.2,Lateral,True,Internacional,Bahia,0.7142857142857143
9,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,3.1,Lateral,True,Internacional,Santos,0.75
10,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,2.4,Lateral,True,Internacional,Vasco,0.7777777777777778
11,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,5.2,Lateral,True,Internacional,Coritiba,0.8
12,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,3.8,Lateral,True,Internacional,América-MG,0.8181818181818182
13,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,5.9,Lateral,True,Internacional,Cruzeiro,0.8333333333333334
14,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,3.7,Lateral,True,Internacional,Fluminense,0.8461538461538461
15,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,7.9,Lateral,True,Internacional,Palmeiras,0.8571428571428571
16,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,12.4,Lateral,True,Internacional,Bragantino,0.8666666666666667
17,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,2.3,Lateral,True,Internacional,Cuiabá,0.875
19,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,3.4,Lateral,True,Internacional,Botafogo,0.8333333333333334
20,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,0.0,Lateral,True,Internacional,Fortaleza,0.8421052631578947
21,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,7.4,Lateral,True,Internacional,Flamengo,0.85
22,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,6.6,Lateral,True,Internacional,Goiás,0.8571428571428571
23,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,Renê,8.0,Lateral,True,Internacional,São Paulo,0.0
24,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,Renê,2.6,Lateral,True,Internacional,Athlético-PR,0.043478260869565216
26,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,Renê,7.3,Lateral,True,Internacional,Grêmio,0.08
28,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,Renê,-1.1,Lateral,True,Internacional,Santos,0.1111111111111111
29,Renê - Lateral (Internacional)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,Renê,5.8,Lateral,True,Internacional,Vasco,0.14285714285714285
21,Reynaldo - Zagueiro (Coritiba)https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_sbG7w9w.png,Reynaldo,-1.1,Zagueiro,True,Coritiba,Fortaleza,0.0
29,Reynaldo - Zagueiro (Coritiba)https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_va9qDnW.png,Reynaldo,2.4,Zagueiro,True,Coritiba,Santos,0.0
30,Reynaldo - Zagueiro (Coritiba)https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_va9qDnW.png,Reynaldo,-1.8,Zagueiro,True,Coritiba,Internacional,0.034482758620689655
3,Reynaldo - Zagueiro (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,Reynaldo,5.0,Zagueiro,True,Cruzeiro,Bragantino,0.0
12,Reynaldo - Zagueiro (Cruzeiro)https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,Reynaldo,4.4,Zagueiro,True,Cruzeiro,São Paulo,0.09090909090909091
1,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,5.3,Meia,True,Bahia,Bragantino,1.0
2,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,1.0,Meia,True,Bahia,Botafogo,1.0
3,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.9,Meia,True,Bahia,Vasco,1.0
4,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,5.7,Meia,True,Bahia,Coritiba,1.0
6,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,2.5,Meia,True,Bahia,Flamengo,0.8
8,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,6.2,Meia,True,Bahia,Internacional,0.7142857142857143
9,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,1.7,Meia,True,Bahia,Fortaleza,0.75
10,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,6.1,Meia,True,Bahia,Cruzeiro,0.7777777777777778
11,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,4.5,Meia,True,Bahia,Palmeiras,0.8
12,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.9,Meia,True,Bahia,Fluminense,0.8181818181818182
13,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.6,Meia,True,Bahia,Grêmio,0.8333333333333334
14,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.0,Meia,True,Bahia,Cuiabá,0.8461538461538461
16,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,-0.1,Meia,True,Bahia,Corinthians,0.8
17,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,4.8,Meia,True,Bahia,São Paulo,0.8125
18,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,9.9,Meia,True,Bahia,América-MG,0.8235294117647058
19,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.9,Meia,True,Bahia,Atlético-MG,0.8333333333333334
20,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,15.8,Meia,True,Bahia,Bragantino,0.8421052631578947
21,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,4.6,Meia,True,Bahia,Botafogo,0.85
22,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.9,Meia,True,Bahia,Vasco,0.8571428571428571
23,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.7,Meia,True,Bahia,Coritiba,0.8636363636363636
25,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,-0.7,Meia,True,Bahia,Flamengo,0.8333333333333334
26,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,3.4,Meia,True,Bahia,Goiás,0.84
27,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,4.8,Meia,True,Bahia,Internacional,0.8461538461538461
29,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,1.2,Meia,True,Bahia,Cruzeiro,0.8214285714285714
30,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,3.8,Meia,True,Bahia,Palmeiras,0.8275862068965517
32,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,2.4,Meia,True,Bahia,Grêmio,0.8064516129032258
33,Rezende - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,Rezende,0.5,Meia,True,Bahia,Cuiabá,0.8125
8,Ricardo Cerqueira - Meia (Cuiabá)https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,Ricardo Cerqueira,0.5,Meia,True,Cuiabá,Coritiba,0.0
1,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,0.0,Zagueiro,True,América-MG,Fluminense,1.0
2,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,0.9,Zagueiro,True,América-MG,São Paulo,1.0
5,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,2.4,Zagueiro,True,América-MG,Bragantino,0.5
6,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,1.3,Zagueiro,True,América-MG,Cruzeiro,0.6
7,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,0.6,Zagueiro,True,América-MG,Fortaleza,0.6666666666666666
21,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,-0.3,Zagueiro,True,América-MG,São Paulo,0.25
22,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,8.1,Zagueiro,True,América-MG,Santos,0.2857142857142857
23,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,1.4,Zagueiro,True,América-MG,Cuiabá,0.3181818181818182
25,Ricardo Silva - Zagueiro (América-MG)https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Ricardo Silva,6.8,Zagueiro,True,América-MG,Cruzeiro,0.3333333333333333
