rodada,id_jogador,nome_jogador,pontuacao,posicao,entrou_em_campo,equipe,adv,perc_jogos
1,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,6.25,Técnico,True,Palmeiras,Cuiabá,1.0
2,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,5.21,Técnico,True,Palmeiras,Vasco,1.0
3,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,5.66,Técnico,True,Palmeiras,Corinthians,1.0
4,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,9.68,Técnico,True,Palmeiras,Goiás,1.0
5,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,8.58,Técnico,True,Palmeiras,Grêmio,1.0
6,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,5.15,Técnico,True,Palmeiras,Bragantino,1.0
7,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,5.64,Técnico,True,Palmeiras,Santos,1.0
8,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,4.01,Técnico,True,Palmeiras,Atlético-MG,1.0
9,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,6.69,Técnico,True,Palmeiras,Coritiba,1.0
10,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,8.379999999999999,Técnico,True,Palmeiras,São Paulo,1.0
11,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,3.55,Técnico,True,Palmeiras,Bahia,1.0
12,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,2.6,Técnico,True,Palmeiras,Botafogo,1.0
13,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,4.63,Técnico,True,Palmeiras,Athlético-PR,1.0
14,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,3.18,Técnico,True,Palmeiras,Flamengo,1.0
15,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,6.0,Técnico,True,Palmeiras,Internacional,1.0
16,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,7.02,Técnico,True,Palmeiras,Fortaleza,1.0
17,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,9.37,Técnico,True,Palmeiras,América-MG,1.0
18,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,4.55,Técnico,True,Palmeiras,Fluminense,1.0
19,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,7.78,Técnico,True,Palmeiras,Cruzeiro,1.0
20,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,7.95,Técnico,True,Palmeiras,Cuiabá,1.0
21,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,7.45,Técnico,True,Palmeiras,Vasco,1.0
22,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,6.05,Técnico,True,Palmeiras,Corinthians,1.0
23,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,7.35,Técnico,True,Palmeiras,Goiás,1.0
24,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,2.71,Técnico,True,Palmeiras,Grêmio,1.0
25,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,4.29,Técnico,True,Palmeiras,Bragantino,1.0
26,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,4.57,Técnico,True,Palmeiras,Santos,1.0
27,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,2.2,Técnico,True,Palmeiras,Atlético-MG,1.0
28,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,9.43,Técnico,True,Palmeiras,Coritiba,1.0
29,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,12.09,Técnico,True,Palmeiras,São Paulo,1.0
30,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,8.030000000000001,Técnico,True,Palmeiras,Bahia,1.0
31,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,7.06,Técnico,True,Palmeiras,Botafogo,1.0
32,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,8.35,Técnico,True,Palmeiras,Athlético-PR,1.0
33,Abel Ferreira - Técnico (Palmeiras)https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,1.34,Técnico,True,Palmeiras,Flamengo,1.0
1,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,0.5,Meia,True,Bahia,Bragantino,1.0
2,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,3.9,Meia,True,Bahia,Botafogo,1.0
3,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,4.6,Meia,True,Bahia,Vasco,1.0
4,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,-0.1,Meia,True,Bahia,Coritiba,1.0
5,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,2.6,Meia,True,Bahia,Santos,1.0
6,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,2.0,Meia,True,Bahia,Flamengo,1.0
7,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,2.3,Meia,True,Bahia,Goiás,1.0
9,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,3.1,Meia,True,Bahia,Fortaleza,0.875
11,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,10.8,Meia,True,Bahia,Palmeiras,0.8
12,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,2.2,Meia,True,Bahia,Fluminense,0.8181818181818182
13,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,1.2,Meia,True,Bahia,Grêmio,0.8333333333333334
14,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,1.3,Meia,True,Bahia,Cuiabá,0.8461538461538461
15,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,4.6,Meia,True,Bahia,Athlético-PR,0.8571428571428571
16,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,-0.3,Meia,True,Bahia,Corinthians,0.8666666666666667
17,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,6.0,Meia,True,Bahia,São Paulo,0.875
20,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,4.1,Meia,True,Bahia,Bragantino,0.7894736842105263
23,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,0.8,Meia,True,Bahia,Coritiba,0.7272727272727273
25,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,0.0,Meia,True,Bahia,Flamengo,0.7083333333333334
26,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,0.0,Meia,True,Bahia,Goiás,0.72
27,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,0.8,Meia,True,Bahia,Internacional,0.7307692307692307
28,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,2.8,Meia,True,Bahia,Fortaleza,0.7407407407407407
29,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,1.2,Meia,True,Bahia,Cruzeiro,0.75
30,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,-0.5,Meia,True,Bahia,Palmeiras,0.7586206896551724
32,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,2.0,Meia,True,Bahia,Grêmio,0.7419354838709677
33,Acevedo - Meia (Bahia)https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,Acevedo,8.2,Meia,True,Bahia,Cuiabá,0.75
1,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,2.8,Atacante,True,Bahia,Bragantino,1.0
2,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,1.4,Atacante,True,Bahia,Botafogo,1.0
3,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,1.7,Atacante,True,Bahia,Vasco,1.0
4,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,1.5,Atacante,True,Bahia,Coritiba,1.0
5,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,1.5,Atacante,True,Bahia,Santos,1.0
6,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,8.9,Atacante,True,Bahia,Flamengo,1.0
7,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,4.5,Atacante,True,Bahia,Goiás,1.0
8,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,0.5,Atacante,True,Bahia,Internacional,1.0
9,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,4.6,Atacante,True,Bahia,Fortaleza,1.0
13,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,4.1,Atacante,True,Bahia,Grêmio,0.75
14,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,1.5,Atacante,True,Bahia,Cuiabá,0.7692307692307693
15,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,3.7,Atacante,True,Bahia,Athlético-PR,0.7857142857142857
16,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,4.2,Atacante,True,Bahia,Corinthians,0.8
17,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,5.5,Atacante,True,Bahia,São Paulo,0.8125
18,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,5.1,Atacante,True,Bahia,América-MG,0.8235294117647058
19,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,5.2,Atacante,True,Bahia,Atlético-MG,0.8333333333333334
20,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,10.4,Atacante,True,Bahia,Bragantino,0.8421052631578947
21,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,4.0,Atacante,True,Bahia,Botafogo,0.85
22,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,12.3,Atacante,True,Bahia,Vasco,0.8571428571428571
23,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,11.1,Atacante,True,Bahia,Coritiba,0.8636363636363636
25,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,1.2,Atacante,True,Bahia,Flamengo,0.8333333333333334
26,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,0.5,Atacante,True,Bahia,Goiás,0.84
28,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,0.9,Atacante,True,Bahia,Fortaleza,0.8148148148148148
29,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,0.0,Atacante,True,Bahia,Cruzeiro,0.8214285714285714
30,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,2.3,Atacante,True,Bahia,Palmeiras,0.8275862068965517
33,Ademir - Atacante (Bahia)https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_AYMEKre.png,Ademir,1.5,Atacante,True,Bahia,Cuiabá,0.78125
1,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,8.2,Lateral,True,Bragantino,Bahia,1.0
2,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,2.8,Lateral,True,Bragantino,Cuiabá,1.0
3,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,-2.1,Lateral,True,Bragantino,Cruzeiro,1.0
5,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,9.4,Lateral,True,Bragantino,América-MG,0.75
6,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,1.4,Lateral,True,Bragantino,Palmeiras,0.8
7,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,5.0,Lateral,True,Bragantino,Athlético-PR,0.8333333333333334
11,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,5.8,Lateral,True,Bragantino,Flamengo,0.6
12,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,6.4,Lateral,True,Bragantino,Goiás,0.6363636363636364
13,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,11.8,Lateral,True,Bragantino,Corinthians,0.6666666666666666
18,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,4.4,Lateral,True,Bragantino,Coritiba,0.5294117647058824
19,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,-2.0,Lateral,True,Bragantino,Vasco,0.5555555555555556
20,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,1.1,Lateral,True,Bragantino,Bahia,0.5789473684210527
21,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,5.9,Lateral,True,Bragantino,Cuiabá,0.6
22,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,9.5,Lateral,True,Bragantino,Cruzeiro,0.6190476190476191
23,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,3.3,Lateral,True,Bragantino,Grêmio,0.6363636363636364
25,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,2.9,Lateral,True,Bragantino,Palmeiras,0.625
26,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,0.7,Lateral,True,Bragantino,Athlético-PR,0.64
27,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,3.9,Lateral,True,Bragantino,Santos,0.6538461538461539
28,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,9.6,Lateral,True,Bragantino,Fluminense,0.6666666666666666
29,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,-0.4,Lateral,True,Bragantino,Atlético-MG,0.6785714285714286
33,Aderlan - Lateral (Bragantino)https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,Aderlan,8.6,Lateral,True,Bragantino,São Paulo,0.625
1,Adriel - Goleiro (Grêmio)https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,Adriel,9.0,Goleiro,True,Grêmio,Santos,1.0
8,Adriel - Goleiro (Grêmio)https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,Adriel,1.5,Goleiro,True,Grêmio,Athlético-PR,0.14285714285714285
1,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,0.5,Zagueiro,True,Botafogo,São Paulo,1.0
2,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,0.5,Zagueiro,True,Botafogo,Bahia,1.0
3,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,1.2,Zagueiro,True,Botafogo,Flamengo,1.0
4,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,5.9,Zagueiro,True,Botafogo,Atlético-MG,1.0
5,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,5.0,Zagueiro,True,Botafogo,Corinthians,1.0
6,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,-0.1,Zagueiro,True,Botafogo,Goiás,1.0
7,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,6.7,Zagueiro,True,Botafogo,Fluminense,1.0
8,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,5.5,Zagueiro,True,Botafogo,América-MG,1.0
9,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,4.6,Zagueiro,True,Botafogo,Athlético-PR,1.0
10,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,7.1,Zagueiro,True,Botafogo,Fortaleza,1.0
11,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,5.0,Zagueiro,True,Botafogo,Cuiabá,1.0
12,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,5.0,Zagueiro,True,Botafogo,Palmeiras,1.0
13,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,7.4,Zagueiro,True,Botafogo,Vasco,1.0
14,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,6.4,Zagueiro,True,Botafogo,Grêmio,1.0
15,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,4.4,Zagueiro,True,Botafogo,Bragantino,1.0
16,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,7.2,Zagueiro,True,Botafogo,Santos,1.0
18,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,7.4,Zagueiro,True,Botafogo,Cruzeiro,0.9411764705882353
19,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,2.5,Zagueiro,True,Botafogo,Internacional,0.9444444444444444
20,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,6.7,Zagueiro,True,Botafogo,São Paulo,0.9473684210526315
21,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,8.3,Zagueiro,True,Botafogo,Bahia,0.95
22,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,0.0,Zagueiro,True,Botafogo,Flamengo,0.9523809523809523
23,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,1.7,Zagueiro,True,Botafogo,Atlético-MG,0.9545454545454546
24,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,0.4,Zagueiro,True,Botafogo,Corinthians,0.9565217391304348
25,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,2.4,Zagueiro,True,Botafogo,Goiás,0.9583333333333334
26,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,6.2,Zagueiro,True,Botafogo,Fluminense,0.96
27,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,5.9,Zagueiro,True,Botafogo,América-MG,0.9615384615384616
28,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,0.5,Zagueiro,True,Botafogo,Athlético-PR,0.9629629629629629
30,Adryelson - Zagueiro (Botafogo)https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,Adryelson,0.4,Zagueiro,True,Botafogo,Cuiabá,0.9310344827586207
