rodada,adv,equipe_contraAvgpontuacao,equipe_contraLastpontuacao,equipe_contraAvgMov5pontuacao,equipe_contraAvgMov10pontuacao,equipe_contraAvgDS,equipe_contraLastDS,equipe_contraAvgMov5DS,equipe_contraAvgMov10DS,equipe_contraAvgFC,equipe_contraLastFC,equipe_contraAvgMov5FC,equipe_contraAvgMov10FC,equipe_contraAvgFF,equipe_contraLastFF,equipe_contraAvgMov5FF,equipe_contraAvgMov10FF,equipe_contraAvgFS,equipe_contraLastFS,equipe_contraAvgMov5FS,equipe_contraAvgMov10FS,equipe_contraAvgCA,equipe_contraLastCA,equipe_contraAvgMov5CA,equipe_contraAvgMov10CA,equipe_contraAvgFD,equipe_contraLastFD,equipe_contraAvgMov5FD,equipe_contraAvgMov10FD,equipe_contraAvgFT,equipe_contraLastFT,equipe_contraAvgMov5FT,equipe_contraAvgMov10FT,equipe_contraAvgG,equipe_contraLastG,equipe_contraAvgMov5G,equipe_contraAvgMov10G,equipe_contraAvgDE,equipe_contraLastDE,equipe_contraAvgMov5DE,equipe_contraAvgMov10DE,equipe_contraAvgGS,equipe_contraLastGS,equipe_contraAvgMov5GS,equipe_contraAvgMov10GS,equipe_contraAvgGC,equipe_contraLastGC,equipe_contraAvgMov5GC,equipe_contraAvgMov10GC,equipe_contraAvgI,equipe_contraLastI,equipe_contraAvgMov5I,equipe_contraAvgMov10I,equipe_contraAvgSG,equipe_contraLastSG,equipe_contraAvgMov5SG,equipe_contraAvgMov10SG,equipe_contraAvgA,equipe_contraLastA,equipe_contraAvgMov5A,equipe_contraAvgMov10A,equipe_contraAvgV,equipe_contraLastV,equipe_contraAvgMov5V,equipe_contraAvgMov10V,equipe_contraAvgPS,equipe_contraLastPS,equipe_contraAvgMov5PS,equipe_contraAvgMov10PS,equipe_contraAvgPC,equipe_contraLastPC,equipe_contraAvgMov5PC,equipe_contraAvgMov10PC,equipe_contraAvgCV,equipe_contraLastCV,equipe_contraAvgMov5CV,equipe_contraAvgMov10CV,equipe_contraAvgDP,equipe_contraLastDP,equipe_contraAvgMov5DP,equipe_contraAvgMov10DP,equipe_contraAvgPP,equipe_contraLastPP,equipe_contraAvgMov5PP,equipe_contraAvgMov10PP
17,Fluminense,59.54,98.44,65.6,68.49,17.94,21.0,17.4,18.8,16.0,16.0,15.4,16.5,6.94,3.0,5.8,6.7,12.38,6.0,11.8,13.3,2.5,1.0,2.2,2.8,3.88,3.0,2.2,3.6,0.12,0.0,0.0,0.0,0.94,2.0,0.8,1.0,3.75,4.0,5.4,4.1,1.31,0.0,0.8,0.9,0.0,0.0,0.0,0.0,1.38,0.0,0.6,1.3,2.0,7.0,3.8,3.2,0.62,1.0,0.6,0.8,0.31,1.0,0.4,0.4,0.19,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.1,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0
18,Fluminense,58.02,33.71,60.97,62.2,17.88,17.0,17.0,17.9,16.18,19.0,17.0,16.0,6.76,4.0,4.8,6.4,12.71,18.0,13.8,13.7,2.71,6.0,3.4,3.0,3.65,0.0,1.8,3.0,0.12,0.0,0.0,0.0,0.88,0.0,0.6,0.9,3.82,5.0,4.8,4.6,1.29,1.0,0.6,1.0,0.0,0.0,0.0,0.0,1.29,0.0,0.6,1.1,1.88,0.0,3.8,2.5,0.59,0.0,0.4,0.7,0.29,0.0,0.4,0.3,0.18,0.0,0.2,0.2,0.06,1.0,0.2,0.1,0.06,0.0,0.2,0.1,0.12,1.0,0.2,0.1,0.06,0.0,0.0,0.0
19,Fluminense,57.83,54.65,53.83,57.97,18.17,23.0,16.8,18.3,16.44,21.0,18.0,16.3,6.72,6.0,4.0,6.2,12.94,17.0,15.8,14.8,2.67,2.0,3.4,2.8,3.67,4.0,2.0,3.2,0.11,0.0,0.0,0.0,0.89,1.0,0.6,0.8,3.78,3.0,5.0,4.2,1.33,2.0,1.0,1.2,0.0,0.0,0.0,0.0,1.39,3.0,0.8,1.2,1.78,0.0,2.6,1.9,0.61,1.0,0.4,0.6,0.28,0.0,0.2,0.2,0.17,0.0,0.2,0.2,0.11,1.0,0.4,0.2,0.06,0.0,0.2,0.1,0.11,0.0,0.2,0.1,0.06,0.0,0.0,0.0
20,Fluminense,58.74,75.07,65.25,61.1,18.63,27.0,20.2,19.7,16.16,11.0,17.4,16.2,6.63,5.0,4.2,5.9,12.63,7.0,14.6,14.3,2.68,3.0,3.4,2.9,3.63,3.0,2.6,3.1,0.11,0.0,0.0,0.0,0.95,2.0,1.0,0.9,3.89,6.0,5.4,4.6,1.32,1.0,0.8,1.1,0.0,0.0,0.0,0.0,1.47,3.0,1.4,1.4,1.68,0.0,2.6,1.9,0.68,2.0,0.8,0.7,0.32,1.0,0.4,0.3,0.16,0.0,0.2,0.2,0.11,0.0,0.4,0.2,0.05,0.0,0.2,0.1,0.11,0.0,0.2,0.1,0.05,0.0,0.0,0.0
21,Fluminense,57.77,39.27,60.23,57.5,18.4,14.0,20.4,18.8,15.9,11.0,15.6,15.8,6.65,7.0,5.0,5.6,12.35,7.0,11.0,12.8,2.6,1.0,2.6,2.7,3.55,2.0,2.4,2.6,0.1,0.0,0.0,0.0,0.95,1.0,1.2,0.8,3.8,2.0,4.0,4.6,1.4,3.0,1.4,1.2,0.0,0.0,0.0,0.0,1.4,0.0,1.2,0.9,1.6,0.0,1.4,1.9,0.7,1.0,1.0,0.7,0.3,0.0,0.4,0.3,0.15,0.0,0.2,0.1,0.1,0.0,0.4,0.2,0.05,0.0,0.0,0.1,0.1,0.0,0.2,0.1,0.05,0.0,0.0,0.0
22,Fluminense,57.26,47.24,49.99,57.79,18.05,11.0,18.4,17.9,15.57,9.0,14.2,14.8,6.57,5.0,5.4,5.6,12.38,13.0,12.4,12.1,2.62,3.0,3.0,2.6,3.48,2.0,2.2,2.2,0.1,0.0,0.0,0.0,1.0,2.0,1.2,1.0,3.95,7.0,4.6,5.0,1.43,2.0,1.8,1.3,0.0,0.0,0.0,0.0,1.38,1.0,1.4,1.0,1.52,0.0,0.0,1.9,0.71,1.0,1.0,0.8,0.29,0.0,0.2,0.3,0.14,0.0,0.0,0.1,0.1,0.0,0.4,0.2,0.1,1.0,0.2,0.2,0.1,0.0,0.2,0.1,0.05,0.0,0.0,0.0
23,Fluminense,56.56,41.78,51.6,56.29,18.09,19.0,18.8,17.9,15.59,16.0,13.6,15.3,6.73,10.0,6.6,5.7,12.41,13.0,11.4,12.6,2.64,3.0,2.4,2.9,3.55,5.0,3.2,2.5,0.09,0.0,0.0,0.0,0.95,0.0,1.2,0.9,3.95,4.0,4.4,4.6,1.41,1.0,1.8,1.2,0.0,0.0,0.0,0.0,1.41,2.0,1.8,1.2,1.45,0.0,0.0,1.9,0.68,0.0,1.0,0.7,0.27,0.0,0.2,0.3,0.14,0.0,0.0,0.1,0.09,0.0,0.2,0.2,0.09,0.0,0.2,0.2,0.09,0.0,0.0,0.1,0.05,0.0,0.0,0.0
24,Fluminense,57.78,84.67,57.61,55.72,18.26,22.0,18.6,17.7,15.43,12.0,11.8,14.9,6.57,3.0,6.0,5.0,12.17,7.0,9.4,12.6,2.7,4.0,2.8,3.1,3.39,0.0,2.4,2.2,0.09,0.0,0.0,0.0,1.09,4.0,1.8,1.2,4.09,7.0,5.2,5.1,1.43,2.0,1.8,1.4,0.0,0.0,0.0,0.0,1.35,0.0,1.2,1.0,1.39,0.0,0.0,1.3,0.78,3.0,1.4,0.9,0.3,1.0,0.4,0.3,0.13,0.0,0.0,0.1,0.09,0.0,0.0,0.2,0.09,0.0,0.2,0.2,0.09,0.0,0.0,0.1,0.04,0.0,0.0,0.0
25,Fluminense,56.43,25.42,47.68,56.46,18.12,15.0,16.2,18.2,15.42,15.0,12.6,15.0,6.42,3.0,5.6,4.9,11.92,6.0,9.2,11.9,2.62,1.0,2.4,2.9,3.38,3.0,2.4,2.5,0.08,0.0,0.0,0.0,1.04,0.0,1.4,1.2,4.04,3.0,4.6,5.0,1.42,1.0,1.8,1.3,0.0,0.0,0.0,0.0,1.38,2.0,1.0,1.2,1.33,0.0,0.0,1.3,0.75,0.0,1.0,0.9,0.29,0.0,0.2,0.3,0.12,0.0,0.0,0.1,0.08,0.0,0.0,0.2,0.08,0.0,0.2,0.2,0.08,0.0,0.0,0.1,0.04,0.0,0.0,0.0
26,Fluminense,58.18,100.16,59.85,60.04,18.0,15.0,16.4,18.4,15.52,18.0,14.0,14.8,6.48,8.0,5.8,5.4,11.88,11.0,10.0,10.5,2.64,3.0,2.8,2.7,3.36,3.0,2.6,2.5,0.08,0.0,0.0,0.0,1.12,3.0,1.8,1.5,3.96,2.0,4.6,4.3,1.36,0.0,1.2,1.3,0.0,0.0,0.0,0.0,1.4,2.0,1.4,1.3,1.48,5.0,1.0,1.2,0.84,3.0,1.4,1.2,0.32,1.0,0.4,0.4,0.12,0.0,0.0,0.1,0.08,0.0,0.0,0.2,0.08,0.0,0.2,0.1,0.08,0.0,0.0,0.1,0.04,0.0,0.0,0.0
27,Fluminense,59.82,100.82,70.57,60.28,17.92,16.0,17.4,17.9,15.46,14.0,15.0,14.6,6.42,5.0,5.8,5.6,11.96,14.0,10.2,11.3,2.62,2.0,2.6,2.8,3.35,3.0,2.8,2.5,0.12,1.0,0.2,0.1,1.15,2.0,1.8,1.5,4.0,5.0,4.2,4.4,1.31,0.0,0.8,1.3,0.0,0.0,0.0,0.0,1.38,1.0,1.4,1.4,1.65,6.0,2.2,1.1,0.88,2.0,1.6,1.3,0.35,1.0,0.6,0.4,0.12,0.0,0.0,0.0,0.08,0.0,0.0,0.2,0.08,0.0,0.0,0.1,0.08,0.0,0.0,0.1,0.04,0.0,0.0,0.0
28,Fluminense,60.03,65.35,75.28,63.44,17.85,16.0,16.8,17.8,15.44,15.0,14.8,14.2,6.3,3.0,4.4,5.5,12.04,14.0,10.4,10.9,2.63,3.0,2.6,2.5,3.22,0.0,1.8,2.5,0.11,0.0,0.2,0.1,1.22,3.0,2.4,1.8,4.11,7.0,4.8,4.6,1.37,3.0,1.2,1.5,0.0,0.0,0.0,0.0,1.41,2.0,1.4,1.6,1.59,0.0,2.2,1.1,0.93,2.0,2.0,1.5,0.33,0.0,0.6,0.4,0.15,1.0,0.2,0.1,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0
29,Fluminense,61.23,93.73,77.1,67.35,17.89,19.0,16.2,17.4,15.5,17.0,15.8,13.8,6.5,12.0,6.2,6.1,12.0,11.0,11.2,10.3,2.64,3.0,2.4,2.6,3.14,1.0,2.0,2.2,0.18,2.0,0.6,0.3,1.21,1.0,1.8,1.8,4.11,4.0,4.2,4.7,1.32,0.0,0.8,1.3,0.0,0.0,0.0,0.0,1.36,0.0,1.4,1.3,1.79,7.0,3.6,1.8,0.89,0.0,1.4,1.4,0.36,1.0,0.6,0.5,0.18,1.0,0.4,0.2,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0
30,Fluminense,61.22,60.76,84.16,65.92,17.79,15.0,16.2,16.2,15.69,21.0,17.0,14.8,6.38,3.0,6.2,5.9,12.03,13.0,12.6,10.9,2.62,2.0,2.6,2.5,3.07,1.0,1.6,2.0,0.17,0.0,0.6,0.3,1.28,3.0,2.4,1.9,4.07,3.0,4.2,4.4,1.45,5.0,1.6,1.7,0.0,0.0,0.0,0.0,1.34,1.0,1.2,1.1,1.72,0.0,3.6,1.8,0.97,3.0,2.0,1.5,0.34,0.0,0.6,0.4,0.17,0.0,0.4,0.2,0.1,1.0,0.2,0.1,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.0,0.0,0.0
33,Fluminense,62.6,102.89,84.71,72.28,18.03,25.0,18.2,17.3,15.67,15.0,16.4,15.2,6.43,8.0,6.2,6.0,12.0,11.0,12.6,11.3,2.6,2.0,2.4,2.6,3.0,1.0,1.2,1.9,0.2,1.0,0.8,0.4,1.3,2.0,2.2,2.0,4.03,3.0,4.4,4.5,1.4,0.0,1.6,1.4,0.0,0.0,0.0,0.0,1.37,2.0,1.2,1.3,1.87,6.0,3.8,2.4,0.97,1.0,1.6,1.5,0.37,1.0,0.6,0.5,0.17,0.0,0.4,0.2,0.1,0.0,0.2,0.1,0.07,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.0,0.0,0.0
1,Fortaleza,54.65,54.65,54.65,54.65,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Fortaleza,54.65,54.65,54.65,54.65,17.0,17.0,17.0,17.0,12.0,12.0,12.0,12.0,5.0,5.0,5.0,5.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Fortaleza,47.12,39.6,47.12,47.12,15.5,14.0,15.5,15.5,10.5,9.0,10.5,10.5,5.0,5.0,5.0,5.0,12.5,10.0,12.5,12.5,1.0,1.0,1.0,1.0,6.0,7.0,6.0,6.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,5.5,6.0,5.5,5.5,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Fortaleza,48.22,50.4,48.22,48.22,13.33,9.0,13.33,13.33,12.0,15.0,12.0,12.0,5.33,6.0,5.33,5.33,11.0,8.0,11.0,11.0,1.67,3.0,1.67,1.67,4.33,1.0,4.33,4.33,0.67,1.0,0.67,0.67,1.0,2.0,1.0,1.0,8.0,13.0,8.0,8.0,2.67,4.0,2.67,2.67,0.0,0.0,0.0,0.0,1.67,1.0,1.67,1.67,0.0,0.0,0.0,0.0,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Fortaleza,48.27,48.44,48.27,48.27,14.0,16.0,14.0,14.0,10.5,6.0,10.5,10.5,6.0,8.0,6.0,6.0,10.5,9.0,10.5,10.5,1.75,2.0,1.75,1.75,5.0,7.0,5.0,5.0,0.75,1.0,0.75,0.75,1.0,1.0,1.0,1.0,6.0,0.0,6.0,6.0,2.25,1.0,2.25,2.25,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Fortaleza,50.92,61.53,50.92,50.92,14.2,15.0,14.2,14.2,11.8,17.0,11.8,11.8,5.8,5.0,5.8,5.8,10.2,9.0,10.2,10.2,2.0,3.0,2.0,2.0,4.2,1.0,4.2,4.2,0.6,0.0,0.6,0.6,0.8,0.0,0.8,0.8,5.8,5.0,5.8,5.8,1.8,0.0,1.8,1.8,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.4,7.0,1.4,1.4,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Fortaleza,56.27,83.02,56.6,56.27,15.83,24.0,15.6,15.83,13.5,22.0,13.8,13.5,5.83,6.0,6.0,5.83,11.83,20.0,11.2,11.83,2.17,3.0,2.4,2.17,4.5,6.0,4.4,4.5,0.5,0.0,0.6,0.5,0.67,0.0,0.6,0.67,5.67,5.0,5.8,5.67,1.5,0.0,1.6,1.5,0.0,0.0,0.0,0.0,1.83,1.0,1.8,1.83,2.17,6.0,2.6,2.17,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Fortaleza,55.67,52.05,59.09,55.67,15.57,14.0,15.6,15.57,13.57,14.0,14.8,13.57,5.57,4.0,5.8,5.57,11.0,6.0,10.4,11.0,2.43,4.0,3.0,2.43,3.86,0.0,3.0,3.86,0.57,1.0,0.6,0.57,0.86,2.0,1.0,0.86,5.43,4.0,5.4,5.43,1.43,1.0,1.2,1.43,0.0,0.0,0.0,0.0,1.57,0.0,1.4,1.57,1.86,0.0,2.6,1.86,0.57,2.0,0.6,0.57,0.14,1.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Fortaleza,51.93,25.75,54.16,51.93,15.25,13.0,16.4,15.25,13.75,15.0,14.8,13.75,5.12,2.0,5.0,5.12,10.88,10.0,10.8,10.88,2.25,1.0,2.6,2.25,3.5,1.0,3.0,3.5,0.62,1.0,0.6,0.62,0.75,0.0,0.6,0.75,5.38,5.0,3.8,5.38,1.5,2.0,0.8,1.5,0.0,0.0,0.0,0.0,1.75,3.0,1.8,1.75,1.62,0.0,2.6,1.62,0.5,0.0,0.4,0.5,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Fortaleza,53.52,66.22,57.71,53.52,15.0,13.0,15.8,15.0,13.22,9.0,15.4,13.22,5.0,4.0,4.2,5.0,11.56,17.0,12.4,11.56,2.33,3.0,2.8,2.33,3.33,2.0,2.0,3.33,0.56,0.0,0.4,0.56,0.67,0.0,0.4,0.67,5.0,2.0,4.2,5.0,1.33,0.0,0.6,1.33,0.0,0.0,0.0,0.0,1.89,3.0,1.8,1.89,2.22,7.0,4.0,2.22,0.44,0.0,0.4,0.44,0.11,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Fortaleza,56.39,82.27,61.86,56.39,14.8,13.0,15.4,14.8,13.5,16.0,15.2,13.5,5.4,9.0,5.0,5.4,11.4,10.0,12.6,11.4,2.4,3.0,2.8,2.4,3.8,8.0,3.4,3.8,0.5,0.0,0.4,0.5,0.8,2.0,0.8,0.8,4.8,3.0,3.8,4.8,1.2,0.0,0.6,1.2,0.0,0.0,0.0,0.0,1.8,1.0,1.6,1.8,2.6,6.0,3.8,2.6,0.4,0.0,0.4,0.4,0.2,1.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.2,0.1
12,Fortaleza,53.5,24.55,50.17,53.38,14.55,12.0,13.0,14.3,13.09,9.0,12.6,13.2,5.45,6.0,5.0,5.5,11.36,11.0,10.8,11.0,2.55,4.0,3.0,2.7,3.73,3.0,2.8,3.6,0.45,0.0,0.4,0.5,0.73,0.0,0.8,0.7,4.55,2.0,3.2,4.5,1.18,1.0,0.8,1.2,0.0,0.0,0.0,0.0,1.73,1.0,1.6,1.7,2.36,0.0,2.6,2.6,0.36,0.0,0.4,0.3,0.18,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1
13,Fortaleza,51.58,30.44,45.85,52.47,13.83,6.0,11.4,13.5,13.0,12.0,12.2,13.5,5.92,11.0,6.4,6.1,11.08,8.0,11.2,10.8,2.42,1.0,2.4,2.7,3.67,3.0,3.4,3.2,0.42,0.0,0.2,0.4,0.75,1.0,0.6,0.8,4.25,1.0,2.6,4.0,1.25,2.0,1.0,1.1,0.0,0.0,0.0,0.0,1.67,1.0,1.8,1.6,2.17,0.0,2.6,2.6,0.42,1.0,0.2,0.4,0.17,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1
14,Fortaleza,55.3,99.95,60.69,57.42,13.85,14.0,11.6,14.0,12.92,12.0,11.6,13.2,5.77,4.0,6.8,5.9,11.31,14.0,12.0,11.4,2.38,2.0,2.6,2.6,3.54,2.0,3.6,3.3,0.38,0.0,0.0,0.3,0.85,2.0,1.0,0.8,4.31,5.0,2.6,3.2,1.15,0.0,0.6,0.7,0.0,0.0,0.0,0.0,1.62,1.0,1.4,1.6,2.54,7.0,4.0,3.3,0.46,1.0,0.4,0.4,0.23,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.08,1.0,0.2,0.1,0.15,0.0,0.2,0.2,0.08,1.0,0.2,0.1,0.08,0.0,0.2,0.1
15,Fortaleza,52.91,21.82,51.81,54.76,13.71,12.0,11.4,13.6,13.29,18.0,13.4,14.4,5.79,6.0,7.2,5.7,11.07,8.0,10.2,11.3,2.43,3.0,2.6,2.7,3.36,1.0,3.4,2.7,0.36,0.0,0.0,0.2,0.79,0.0,1.0,0.7,4.36,5.0,3.2,3.7,1.14,1.0,0.8,0.7,0.0,0.0,0.0,0.0,1.5,0.0,0.8,1.3,2.36,0.0,2.6,3.3,0.43,0.0,0.4,0.4,0.21,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.1,0.14,0.0,0.2,0.2,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1
16,Fortaleza,53.92,68.09,48.97,55.42,14.07,19.0,12.6,14.0,13.4,15.0,13.2,14.2,5.8,6.0,6.6,5.8,11.33,15.0,11.2,11.9,2.47,3.0,2.6,2.7,3.13,0.0,1.8,2.6,0.33,0.0,0.0,0.2,0.8,1.0,0.8,0.8,4.47,6.0,3.8,3.8,1.07,0.0,0.8,0.7,0.0,0.0,0.0,0.0,1.47,1.0,0.8,1.2,2.47,4.0,2.2,3.0,0.4,0.0,0.4,0.4,0.27,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.07,0.0,0.2,0.1,0.13,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.07,0.0,0.0,0.1
17,Fortaleza,55.12,73.22,58.7,54.44,13.94,12.0,12.6,12.8,13.56,16.0,14.6,13.6,5.81,6.0,6.6,5.8,12.19,25.0,14.0,12.4,2.5,3.0,2.4,2.7,3.06,2.0,1.6,2.2,0.38,1.0,0.2,0.3,0.94,3.0,1.4,1.1,4.5,5.0,4.4,3.8,1.06,1.0,0.8,0.8,0.0,0.0,0.0,0.0,1.44,1.0,0.8,1.2,2.31,0.0,2.2,2.4,0.5,2.0,0.8,0.6,0.31,1.0,0.6,0.5,0.0,0.0,0.0,0.0,0.12,1.0,0.4,0.2,0.12,0.0,0.2,0.1,0.06,0.0,0.2,0.1,0.06,0.0,0.0,0.1
18,Fortaleza,58.16,106.71,73.96,59.9,14.06,16.0,14.6,13.0,14.06,22.0,16.6,14.4,5.82,6.0,5.6,6.0,12.29,14.0,15.2,13.2,2.53,3.0,2.8,2.6,3.35,8.0,2.6,3.0,0.35,0.0,0.2,0.2,1.06,3.0,1.8,1.2,4.35,2.0,4.6,3.6,1.0,0.0,0.4,0.7,0.0,0.0,0.0,0.0,1.41,1.0,0.8,1.3,2.53,6.0,3.4,3.0,0.59,2.0,1.0,0.6,0.35,1.0,0.8,0.5,0.0,0.0,0.0,0.0,0.12,0.0,0.4,0.2,0.12,0.0,0.0,0.1,0.06,0.0,0.2,0.1,0.06,0.0,0.0,0.1
19,Fortaleza,58.39,62.31,66.43,63.56,13.89,11.0,14.0,12.8,14.11,15.0,17.2,14.4,5.67,3.0,5.4,6.1,12.11,9.0,14.2,13.1,2.44,1.0,2.6,2.6,3.39,4.0,3.0,3.3,0.39,1.0,0.4,0.2,1.0,0.0,1.4,1.2,4.33,4.0,4.4,3.5,0.94,0.0,0.4,0.5,0.0,0.0,0.0,0.0,1.44,2.0,1.0,1.2,2.72,6.0,3.2,3.6,0.56,0.0,0.8,0.6,0.39,1.0,0.8,0.6,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.2,0.11,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.1
20,Fortaleza,56.61,24.65,67.0,59.4,13.79,12.0,14.0,12.7,14.42,20.0,17.6,15.5,5.53,3.0,4.8,6.0,12.47,19.0,16.4,13.3,2.37,1.0,2.2,2.4,3.37,3.0,3.4,3.4,0.37,0.0,0.4,0.2,0.95,0.0,1.4,1.2,4.47,7.0,4.8,4.0,1.11,4.0,1.0,0.9,0.05,1.0,0.2,0.1,1.53,3.0,1.6,1.2,2.58,0.0,3.2,2.9,0.53,0.0,0.8,0.6,0.37,0.0,0.8,0.6,0.0,0.0,0.0,0.0,0.11,0.0,0.2,0.2,0.11,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.1
21,Fortaleza,55.77,39.71,61.32,55.14,14.0,18.0,13.8,13.2,14.3,12.0,17.0,15.1,5.7,9.0,5.4,6.0,12.4,11.0,15.6,13.4,2.45,4.0,2.4,2.5,3.4,4.0,4.2,3.0,0.45,2.0,0.8,0.4,0.9,0.0,1.2,1.0,4.3,1.0,3.8,3.8,1.1,1.0,1.2,1.0,0.05,0.0,0.2,0.1,1.5,1.0,1.6,1.2,2.45,0.0,2.4,2.3,0.5,0.0,0.8,0.6,0.35,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.15,1.0,0.4,0.3,0.1,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.0
22,Fortaleza,54.51,29.24,52.52,55.61,13.81,10.0,13.4,13.0,14.62,21.0,18.0,16.3,5.57,3.0,4.8,5.7,12.81,21.0,14.8,14.4,2.62,6.0,3.0,2.7,3.29,1.0,4.0,2.8,0.48,1.0,0.8,0.5,0.9,1.0,0.8,1.1,4.29,4.0,3.6,4.0,1.19,3.0,1.6,1.2,0.05,0.0,0.2,0.1,1.43,0.0,1.4,1.1,2.33,0.0,2.4,2.3,0.52,1.0,0.6,0.7,0.33,0.0,0.4,0.5,0.05,1.0,0.2,0.1,0.19,1.0,0.4,0.4,0.1,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.1,1.0,0.2,0.1
