rodada,equipe,equipe_proAvgpontuacao,equipe_proLastpontuacao,equipe_proAvgMov5pontuacao,equipe_proAvgMov10pontuacao,equipe_proAvgDS,equipe_proLastDS,equipe_proAvgMov5DS,equipe_proAvgMov10DS,equipe_proAvgFC,equipe_proLastFC,equipe_proAvgMov5FC,equipe_proAvgMov10FC,equipe_proAvgFF,equipe_proLastFF,equipe_proAvgMov5FF,equipe_proAvgMov10FF,equipe_proAvgFS,equipe_proLastFS,equipe_proAvgMov5FS,equipe_proAvgMov10FS,equipe_proAvgCA,equipe_proLastCA,equipe_proAvgMov5CA,equipe_proAvgMov10CA,equipe_proAvgFD,equipe_proLastFD,equipe_proAvgMov5FD,equipe_proAvgMov10FD,equipe_proAvgFT,equipe_proLastFT,equipe_proAvgMov5FT,equipe_proAvgMov10FT,equipe_proAvgG,equipe_proLastG,equipe_proAvgMov5G,equipe_proAvgMov10G,equipe_proAvgDE,equipe_proLastDE,equipe_proAvgMov5DE,equipe_proAvgMov10DE,equipe_proAvgGS,equipe_proLastGS,equipe_proAvgMov5GS,equipe_proAvgMov10GS,equipe_proAvgGC,equipe_proLastGC,equipe_proAvgMov5GC,equipe_proAvgMov10GC,equipe_proAvgI,equipe_proLastI,equipe_proAvgMov5I,equipe_proAvgMov10I,equipe_proAvgSG,equipe_proLastSG,equipe_proAvgMov5SG,equipe_proAvgMov10SG,equipe_proAvgA,equipe_proLastA,equipe_proAvgMov5A,equipe_proAvgMov10A,equipe_proAvgV,equipe_proLastV,equipe_proAvgMov5V,equipe_proAvgMov10V,equipe_proAvgPS,equipe_proLastPS,equipe_proAvgMov5PS,equipe_proAvgMov10PS,equipe_proAvgPC,equipe_proLastPC,equipe_proAvgMov5PC,equipe_proAvgMov10PC,equipe_proAvgCV,equipe_proLastCV,equipe_proAvgMov5CV,equipe_proAvgMov10CV,equipe_proAvgDP,equipe_proLastDP,equipe_proAvgMov5DP,equipe_proAvgMov10DP,equipe_proAvgPP,equipe_proLastPP,equipe_proAvgMov5PP,equipe_proAvgMov10PP
6,Palmeiras,76.34,91.98,76.34,76.34,16.2,18.0,16.2,16.2,19.4,10.0,19.4,19.4,6.8,11.0,6.8,6.8,14.0,12.0,14.0,14.0,3.0,2.0,3.0,3.0,4.6,6.0,4.6,4.6,0.6,1.0,0.6,0.6,2.8,4.0,2.8,2.8,2.2,1.0,2.2,2.2,1.0,1.0,1.0,1.0,0.2,0.0,0.2,0.2,1.2,2.0,1.2,1.2,1.2,0.0,1.2,1.2,2.0,2.0,2.0,2.0,0.8,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Palmeiras,73.9,61.75,75.68,73.9,16.33,17.0,16.2,16.33,18.17,12.0,17.2,18.17,6.83,7.0,7.0,6.83,14.83,19.0,15.4,14.83,2.67,1.0,3.0,2.67,4.67,5.0,4.8,4.67,0.83,2.0,0.8,0.83,2.5,1.0,2.6,2.5,2.17,2.0,2.0,2.17,1.0,1.0,1.0,1.0,0.17,0.0,0.2,0.17,1.5,3.0,1.2,1.5,1.0,0.0,1.2,1.0,1.83,1.0,1.8,1.83,0.67,0.0,0.6,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Palmeiras,73.01,67.64,76.7,73.01,16.0,14.0,15.6,16.0,17.14,11.0,16.4,17.14,6.14,2.0,6.6,6.14,14.71,14.0,14.6,14.71,2.43,1.0,2.6,2.43,4.14,1.0,3.8,4.14,1.0,2.0,1.2,1.0,2.14,0.0,2.2,2.14,2.43,4.0,2.6,2.43,0.86,0.0,0.6,0.86,0.14,0.0,0.2,0.14,1.71,3.0,1.8,1.71,1.71,6.0,2.4,1.71,1.57,0.0,1.4,1.57,0.57,0.0,0.6,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Palmeiras,69.9,48.11,74.93,69.9,16.0,16.0,15.4,16.0,16.88,15.0,15.4,16.88,6.0,5.0,6.2,6.0,16.0,25.0,16.6,16.0,2.5,3.0,2.6,2.5,3.75,1.0,3.2,3.75,0.88,0.0,1.0,0.88,2.0,1.0,2.0,2.0,2.5,3.0,2.8,2.5,0.88,1.0,0.6,0.88,0.12,0.0,0.0,0.12,1.88,3.0,2.4,1.88,1.5,0.0,2.4,1.5,1.5,1.0,1.4,1.5,0.5,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Palmeiras,69.83,69.29,67.75,69.83,15.56,12.0,15.4,15.56,16.67,15.0,12.6,16.67,5.89,5.0,6.0,5.89,15.56,12.0,16.4,15.56,2.67,4.0,2.2,2.67,3.89,5.0,3.6,3.89,0.78,0.0,1.0,0.78,2.11,3.0,1.8,2.11,2.56,3.0,2.6,2.56,0.89,1.0,0.8,0.89,0.11,0.0,0.0,0.11,2.0,3.0,2.8,2.0,1.33,0.0,1.2,1.33,1.67,3.0,1.4,1.67,0.56,1.0,0.4,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Palmeiras,71.8,89.58,67.27,71.8,16.0,20.0,15.8,16.0,16.7,17.0,14.0,16.7,5.5,2.0,4.2,5.5,15.5,15.0,17.0,15.5,2.5,1.0,2.0,2.5,3.7,2.0,2.8,3.7,0.7,0.0,0.8,0.7,2.1,2.0,1.4,2.1,2.9,6.0,3.6,2.9,0.8,0.0,0.6,0.8,0.1,0.0,0.0,0.1,2.0,2.0,2.8,2.0,1.7,5.0,2.2,1.7,1.6,1.0,1.2,1.6,0.6,1.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Palmeiras,69.15,42.65,63.45,69.56,16.55,22.0,16.8,16.5,16.64,16.0,14.8,16.0,5.45,5.0,3.8,5.4,15.73,18.0,16.8,16.1,2.55,3.0,2.4,2.7,3.45,1.0,2.0,3.4,0.82,2.0,0.8,0.8,1.91,0.0,1.2,1.9,2.82,2.0,3.6,2.8,0.82,1.0,0.6,0.8,0.09,0.0,0.0,0.1,2.45,7.0,3.6,2.4,1.55,0.0,2.2,1.7,1.45,0.0,1.0,1.4,0.55,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Palmeiras,65.99,31.2,56.17,66.43,16.5,16.0,17.2,16.4,16.67,17.0,16.0,16.2,5.25,3.0,4.0,5.3,15.5,13.0,16.6,15.6,2.33,0.0,2.2,2.4,3.58,5.0,2.8,3.3,0.83,1.0,0.6,0.9,1.75,0.0,1.2,1.7,2.67,1.0,3.0,2.8,0.83,1.0,0.8,0.7,0.08,0.0,0.0,0.1,2.58,4.0,3.8,2.8,1.42,0.0,1.0,1.7,1.33,0.0,1.0,1.2,0.5,0.0,0.4,0.5,0.08,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.0,0.2,0.1
14,Palmeiras,65.19,55.53,57.65,66.29,16.08,11.0,16.2,15.8,16.0,8.0,14.6,15.0,5.08,3.0,3.6,4.9,15.77,19.0,15.4,16.0,2.15,0.0,1.6,2.1,3.54,3.0,3.2,3.2,0.85,1.0,0.8,0.9,1.77,2.0,1.4,1.7,2.85,5.0,3.4,3.1,0.92,2.0,1.0,0.8,0.08,0.0,0.0,0.0,2.69,4.0,4.0,3.2,1.31,0.0,1.0,1.7,1.38,2.0,1.2,1.3,0.46,0.0,0.4,0.4,0.15,1.0,0.4,0.2,0.08,1.0,0.2,0.1,0.08,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.15,1.0,0.4,0.2
15,Palmeiras,63.26,38.18,51.43,59.59,15.71,11.0,16.0,15.7,15.79,13.0,14.2,13.4,5.14,6.0,3.8,4.9,15.79,16.0,16.2,16.3,2.14,2.0,1.2,1.7,3.43,2.0,2.6,3.1,0.86,1.0,1.0,1.0,1.71,1.0,1.0,1.4,2.86,3.0,3.4,3.0,0.93,1.0,1.0,0.9,0.07,0.0,0.0,0.0,2.86,5.0,4.4,3.6,1.21,0.0,1.0,1.1,1.29,0.0,0.6,1.0,0.43,0.0,0.2,0.3,0.14,0.0,0.4,0.2,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.14,0.0,0.4,0.2
16,Palmeiras,63.84,72.0,47.91,57.59,16.0,20.0,16.0,15.9,15.6,13.0,13.4,13.7,5.27,7.0,4.8,4.5,15.87,17.0,16.6,16.8,2.2,3.0,1.6,1.8,3.53,5.0,3.2,3.0,0.8,0.0,1.0,0.9,1.6,0.0,0.6,1.0,2.93,4.0,3.0,3.3,0.87,0.0,1.0,0.8,0.07,0.0,0.0,0.0,2.8,2.0,4.4,3.6,1.47,5.0,1.0,1.6,1.2,0.0,0.4,0.8,0.4,0.0,0.0,0.2,0.13,0.0,0.4,0.2,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.13,0.0,0.4,0.2
17,Palmeiras,64.43,73.22,54.03,58.74,15.75,12.0,14.0,15.4,15.62,16.0,13.4,14.1,5.31,6.0,5.0,4.4,16.44,25.0,18.0,17.4,2.25,3.0,1.6,2.0,3.44,2.0,3.4,2.7,0.81,1.0,0.8,0.8,1.69,3.0,1.2,1.2,3.06,5.0,3.6,3.6,0.88,1.0,1.0,0.8,0.06,0.0,0.0,0.0,2.69,1.0,3.2,3.4,1.38,0.0,1.0,1.6,1.25,2.0,0.8,0.9,0.44,1.0,0.2,0.3,0.12,0.0,0.4,0.2,0.12,1.0,0.4,0.2,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.4,0.2
18,Palmeiras,66.61,101.47,68.08,62.12,16.29,25.0,15.8,16.5,15.41,12.0,12.4,14.2,5.06,1.0,4.6,4.3,16.18,12.0,17.8,17.2,2.18,1.0,1.8,2.0,3.41,3.0,3.0,2.9,0.76,0.0,0.6,0.6,1.82,4.0,2.0,1.6,3.24,6.0,4.6,3.8,0.88,1.0,1.0,0.9,0.06,0.0,0.0,0.0,2.94,7.0,3.8,3.8,1.29,0.0,1.0,1.0,1.41,4.0,1.6,1.3,0.47,1.0,0.4,0.4,0.12,0.0,0.2,0.2,0.12,0.0,0.4,0.2,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.2
19,Palmeiras,65.94,54.65,67.9,62.78,16.67,23.0,18.2,17.2,15.72,21.0,15.0,14.8,5.11,6.0,5.2,4.4,16.22,17.0,17.4,16.4,2.17,2.0,2.2,1.9,3.44,4.0,3.2,3.2,0.72,0.0,0.4,0.6,1.78,1.0,1.8,1.6,3.22,3.0,4.2,3.8,0.94,2.0,1.0,1.0,0.06,0.0,0.0,0.0,2.94,3.0,3.6,3.8,1.22,0.0,1.0,1.0,1.39,1.0,1.4,1.3,0.44,0.0,0.4,0.4,0.11,0.0,0.0,0.2,0.17,1.0,0.4,0.3,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2
20,Palmeiras,66.81,82.38,76.74,64.09,16.58,15.0,19.0,17.5,15.58,13.0,15.0,14.6,5.11,5.0,5.0,4.4,16.74,26.0,19.4,17.8,2.16,2.0,2.2,1.7,3.42,3.0,3.4,3.0,0.68,0.0,0.2,0.6,1.74,1.0,1.8,1.4,3.26,4.0,4.4,3.9,0.89,0.0,0.8,0.9,0.05,0.0,0.0,0.0,2.84,1.0,2.8,3.6,1.42,5.0,2.0,1.5,1.37,1.0,1.6,1.1,0.47,1.0,0.6,0.4,0.11,0.0,0.0,0.2,0.16,0.0,0.4,0.3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.2
21,Palmeiras,67.69,84.45,79.23,63.57,16.4,13.0,17.6,16.8,15.7,18.0,16.0,14.7,5.15,6.0,4.8,4.8,16.7,16.0,19.2,17.9,2.35,6.0,2.8,2.2,3.4,3.0,3.0,3.1,0.7,1.0,0.4,0.7,1.75,2.0,2.2,1.4,3.2,2.0,4.0,3.5,0.85,0.0,0.8,0.9,0.05,0.0,0.0,0.0,2.75,1.0,2.6,3.5,1.65,6.0,2.2,1.6,1.35,1.0,1.8,1.1,0.5,1.0,0.8,0.4,0.1,0.0,0.0,0.2,0.15,0.0,0.4,0.3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2
22,Palmeiras,68.2,78.45,80.28,67.15,16.19,12.0,17.6,15.8,15.9,20.0,16.8,15.1,5.24,7.0,5.0,5.0,16.57,14.0,17.0,17.5,2.33,2.0,2.6,2.1,3.52,6.0,3.8,3.6,0.67,0.0,0.2,0.5,1.71,1.0,1.8,1.5,3.14,2.0,3.4,3.5,0.81,0.0,0.6,0.8,0.05,0.0,0.0,0.0,2.71,2.0,2.8,3.0,1.9,7.0,3.6,2.3,1.29,0.0,1.4,1.1,0.52,1.0,0.8,0.5,0.1,0.0,0.0,0.2,0.14,0.0,0.2,0.3,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2
23,Palmeiras,68.4,72.55,74.5,71.29,16.32,19.0,16.4,16.1,15.95,17.0,17.8,15.1,5.32,7.0,6.2,5.4,16.41,13.0,17.2,17.5,2.32,2.0,2.8,2.3,3.55,4.0,4.0,3.5,0.64,0.0,0.2,0.4,1.64,0.0,1.0,1.5,3.09,2.0,2.6,3.6,0.77,0.0,0.4,0.7,0.05,0.0,0.0,0.0,2.64,1.0,1.6,2.7,2.14,7.0,5.0,3.0,1.23,0.0,0.6,1.1,0.5,0.0,0.6,0.5,0.09,0.0,0.0,0.1,0.14,0.0,0.2,0.3,0.09,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1
24,Palmeiras,68.78,77.25,79.02,73.46,16.17,13.0,14.4,16.3,15.78,12.0,16.0,15.5,5.39,7.0,6.4,5.8,16.52,19.0,17.6,17.5,2.35,3.0,3.0,2.6,3.61,5.0,4.2,3.7,0.61,0.0,0.2,0.3,1.61,1.0,1.0,1.4,3.04,2.0,2.4,3.3,0.74,0.0,0.0,0.5,0.04,0.0,0.0,0.0,2.61,2.0,1.4,2.5,2.3,6.0,6.2,3.6,1.17,0.0,0.4,0.9,0.52,1.0,0.8,0.6,0.09,0.0,0.0,0.0,0.13,0.0,0.0,0.2,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
25,Palmeiras,67.27,32.51,69.04,72.89,16.08,14.0,14.2,16.6,15.71,14.0,16.2,15.6,5.5,8.0,7.0,6.0,16.46,15.0,15.4,17.4,2.38,3.0,3.2,2.7,3.58,3.0,4.2,3.8,0.62,1.0,0.4,0.3,1.54,0.0,0.8,1.3,2.96,1.0,1.8,3.1,0.75,1.0,0.2,0.5,0.04,0.0,0.0,0.0,2.62,3.0,1.8,2.3,2.21,0.0,5.2,3.6,1.12,0.0,0.2,0.9,0.5,0.0,0.6,0.6,0.08,0.0,0.0,0.0,0.12,0.0,0.0,0.2,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
26,Palmeiras,66.64,51.49,62.45,70.84,16.16,18.0,15.2,16.4,15.84,19.0,16.4,16.2,5.44,4.0,6.6,5.7,16.28,12.0,14.6,16.9,2.36,2.0,2.4,2.6,3.52,2.0,4.0,3.5,0.68,2.0,0.6,0.5,1.52,1.0,0.6,1.4,3.08,6.0,2.6,3.3,0.8,2.0,0.6,0.7,0.04,0.0,0.0,0.0,2.64,3.0,2.2,2.4,2.12,0.0,4.0,3.1,1.12,1.0,0.2,1.0,0.48,0.0,0.4,0.6,0.08,0.0,0.0,0.0,0.16,1.0,0.2,0.3,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
27,Palmeiras,66.19,54.87,57.73,69.01,15.88,9.0,14.6,16.1,15.5,7.0,13.8,15.3,5.69,12.0,7.6,6.3,16.08,11.0,14.0,15.5,2.35,2.0,2.4,2.5,3.62,6.0,4.0,3.9,0.69,1.0,0.8,0.5,1.5,1.0,0.6,1.2,3.27,8.0,3.8,3.6,0.85,2.0,1.0,0.8,0.04,0.0,0.0,0.0,2.81,7.0,3.2,3.0,2.04,0.0,2.6,3.1,1.12,1.0,0.4,0.9,0.46,0.0,0.2,0.5,0.08,0.0,0.0,0.0,0.15,0.0,0.2,0.2,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
28,Palmeiras,64.71,26.4,48.5,61.5,15.89,16.0,14.0,15.2,15.56,17.0,13.8,15.8,5.67,5.0,7.2,6.7,16.11,17.0,14.8,16.0,2.48,6.0,3.2,3.0,3.63,4.0,4.0,4.0,0.67,0.0,0.8,0.5,1.44,0.0,0.6,0.8,3.19,1.0,3.6,3.1,0.89,2.0,1.4,0.9,0.04,0.0,0.0,0.0,2.78,2.0,3.4,2.5,1.96,0.0,1.2,3.1,1.07,0.0,0.4,0.5,0.44,0.0,0.2,0.4,0.07,0.0,0.0,0.0,0.15,0.0,0.2,0.2,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
29,Palmeiras,66.05,102.13,53.48,66.25,16.0,19.0,15.2,14.8,15.64,18.0,15.0,15.5,5.79,9.0,7.6,7.0,16.0,13.0,13.6,15.6,2.43,1.0,2.8,2.9,3.64,4.0,3.8,4.0,0.64,0.0,0.8,0.5,1.46,2.0,0.8,0.9,3.14,2.0,3.6,3.0,0.86,0.0,1.4,0.7,0.04,0.0,0.0,0.0,2.75,2.0,3.4,2.4,2.14,7.0,1.4,3.8,1.07,1.0,0.6,0.5,0.46,1.0,0.2,0.5,0.07,0.0,0.0,0.0,0.14,0.0,0.2,0.1,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
30,Palmeiras,68.4,134.09,73.8,71.42,16.07,18.0,16.0,15.1,15.62,15.0,15.2,15.7,5.66,2.0,6.4,6.7,15.93,14.0,13.4,14.4,2.45,3.0,2.8,3.0,3.62,3.0,3.8,4.0,0.62,0.0,0.6,0.5,1.59,5.0,1.8,1.3,3.03,0.0,3.4,2.6,0.83,0.0,1.2,0.7,0.03,0.0,0.0,0.0,2.76,3.0,3.4,2.6,2.31,7.0,2.8,4.0,1.17,4.0,1.4,0.8,0.48,1.0,0.4,0.5,0.1,1.0,0.2,0.1,0.14,0.0,0.2,0.1,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
31,Palmeiras,68.96,85.33,80.56,71.51,15.9,11.0,14.6,14.9,15.6,15.0,14.4,15.4,5.8,10.0,7.6,7.1,15.97,17.0,14.4,14.5,2.4,1.0,2.6,2.5,3.77,8.0,5.0,4.5,0.6,0.0,0.2,0.4,1.57,1.0,1.8,1.2,2.97,1.0,2.4,2.5,0.8,0.0,0.8,0.7,0.03,0.0,0.0,0.0,2.83,5.0,3.8,3.0,2.47,7.0,4.2,4.1,1.13,0.0,1.2,0.7,0.5,1.0,0.6,0.5,0.1,0.0,0.2,0.1,0.13,0.0,0.0,0.1,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
32,Palmeiras,69.15,74.76,84.54,71.14,15.68,9.0,14.6,14.6,15.48,12.0,15.4,14.6,5.71,3.0,5.8,6.7,15.77,10.0,14.2,14.1,2.45,4.0,3.0,2.7,3.71,2.0,4.2,4.1,0.58,0.0,0.0,0.4,1.65,4.0,2.4,1.5,3.03,5.0,1.8,2.8,0.87,3.0,1.0,1.0,0.03,0.0,0.0,0.0,2.84,3.0,3.0,3.1,2.39,0.0,4.2,3.4,1.19,3.0,1.6,1.0,0.52,1.0,0.8,0.5,0.1,0.0,0.2,0.1,0.16,1.0,0.2,0.2,0.06,0.0,0.0,0.1,0.03,1.0,0.2,0.1,0.06,0.0,0.0,0.0
33,Palmeiras,69.77,89.15,97.09,72.8,15.81,20.0,15.4,14.7,15.53,17.0,15.4,14.6,5.75,7.0,6.2,6.7,15.81,17.0,14.2,14.5,2.47,3.0,2.4,2.8,3.75,5.0,4.4,4.2,0.56,0.0,0.0,0.4,1.62,1.0,2.6,1.6,3.0,2.0,2.0,2.8,0.84,0.0,0.6,1.0,0.03,0.0,0.0,0.0,2.81,2.0,3.0,3.2,2.5,6.0,5.4,3.3,1.19,1.0,1.8,1.1,0.53,1.0,1.0,0.6,0.09,0.0,0.2,0.1,0.16,0.0,0.2,0.2,0.06,0.0,0.0,0.0,0.03,0.0,0.2,0.1,0.06,0.0,0.0,0.0
1,Santos,39.93,39.93,39.93,39.93,21.0,21.0,21.0,21.0,15.0,15.0,15.0,15.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Santos,39.93,39.93,39.93,39.93,21.0,21.0,21.0,21.0,15.0,15.0,15.0,15.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Santos,57.88,75.82,57.88,57.88,21.0,21.0,21.0,21.0,13.0,11.0,13.0,13.0,6.5,4.0,6.5,6.5,16.0,20.0,16.0,16.0,2.5,3.0,2.5,2.5,3.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Santos,61.06,67.44,61.06,61.06,20.0,18.0,20.0,20.0,15.0,19.0,15.0,15.0,5.33,3.0,5.33,5.33,15.33,14.0,15.33,15.33,2.67,3.0,2.67,2.67,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,2.0,0.0,2.0,2.0,0.67,2.0,0.67,0.67,0.33,1.0,0.33,0.33,0.33,1.0,0.33,0.33,0.33,0.0,0.33,0.33,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Santos,56.3,42.0,56.3,56.3,19.25,17.0,19.25,19.25,15.0,15.0,15.0,15.0,5.0,4.0,5.0,5.0,15.75,17.0,15.75,15.75,2.75,3.0,2.75,2.75,2.75,2.0,2.75,2.75,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.25,2.0,1.25,1.25,0.0,0.0,0.0,0.0,1.5,5.0,1.5,1.5,1.5,0.0,1.5,1.5,0.75,1.0,0.75,0.75,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Santos,67.47,112.16,67.47,67.47,20.6,26.0,20.6,20.6,15.6,18.0,15.6,15.6,4.6,3.0,4.6,4.6,15.0,12.0,15.0,15.0,2.8,3.0,2.8,2.8,3.4,6.0,3.4,3.4,0.2,1.0,0.2,0.2,1.4,3.0,1.4,1.4,3.6,2.0,3.6,3.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2,5.0,2.2,2.2,2.2,5.0,2.2,2.2,1.0,2.0,1.0,1.0,0.4,1.0,0.4,0.4,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Santos,70.57,86.09,76.7,70.57,20.67,21.0,20.6,20.67,15.0,12.0,15.0,15.0,4.5,4.0,3.6,4.5,15.0,15.0,15.6,15.0,2.5,1.0,2.6,2.5,2.83,0.0,2.6,2.83,0.17,0.0,0.2,0.17,1.33,1.0,1.6,1.33,4.5,9.0,4.4,4.5,0.83,0.0,0.8,0.83,0.0,0.0,0.0,0.0,2.33,3.0,2.6,2.33,2.67,5.0,3.2,2.67,1.0,1.0,1.2,1.0,0.5,1.0,0.6,0.5,0.17,0.0,0.2,0.17,0.17,0.0,0.0,0.17,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Santos,71.24,75.27,76.59,71.24,20.86,22.0,20.8,20.86,15.0,15.0,15.8,15.0,4.71,6.0,4.0,4.71,14.14,9.0,13.4,14.14,2.57,3.0,2.6,2.57,3.0,4.0,3.0,3.0,0.14,0.0,0.2,0.14,1.14,0.0,1.6,1.14,4.0,1.0,3.6,4.0,0.71,0.0,0.8,0.71,0.0,0.0,0.0,0.0,2.0,0.0,2.6,2.0,3.29,7.0,3.4,3.29,0.86,0.0,1.2,0.86,0.43,0.0,0.6,0.43,0.14,0.0,0.2,0.14,0.14,0.0,0.0,0.14,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Santos,69.58,57.93,74.69,69.58,22.5,34.0,24.0,22.5,14.25,9.0,13.8,14.25,4.88,6.0,4.6,4.88,13.75,11.0,12.8,13.75,2.38,1.0,2.2,2.38,2.75,1.0,2.6,2.75,0.12,0.0,0.2,0.12,1.0,0.0,1.0,1.0,4.38,7.0,4.0,4.38,0.88,2.0,0.8,0.88,0.0,0.0,0.0,0.0,2.38,5.0,3.6,2.38,2.88,0.0,3.4,2.88,0.75,0.0,0.8,0.75,0.38,0.0,0.4,0.38,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.12,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
