aproveitamento_visitante,aproveitamento_mandante,local,status_transmissao_tr,status_cronometro_tr,periodo_tr,partida_data,inicio_cronometro_tr,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,transmissao.label,transmissao.url,rodada
"['v', 'v', 'v', 'v', 'd']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-08-06 16:00:00,,2,0,302723,3,282,11,276,1691348400,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/06-08-2023/sao-paulo-atletico-mg.ghtml?utm_source=cartolafc,18
"['e', 'e', 'e', 'e', 'd']","['e', 'v', 'e', 'e', 'e']",Mineirão,,,,2023-08-06 18:30:00,,0,0,302726,5,263,14,283,1691357400,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/06-08-2023/cruzeiro-botafogo.ghtml?utm_source=cartolafc,18
"['d', 'd', 'd', 'v', 'd']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-08-06 18:30:00,,1,0,302748,6,280,19,294,1691357400,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/06-08-2023/coritiba-bragantino.ghtml?utm_source=cartolafc,18
"['d', 'd', 'd', 'v', 'd']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-08-06 18:30:00,,1,3,302749,20,327,16,265,1691357400,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/06-08-2023/bahia-america-mg.ghtml?utm_source=cartolafc,18
"['v', 'v', 'd', 'v', 'd']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-08-06 20:00:00,,0,3,302750,4,262,12,1371,1691362800,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/06-08-2023/cuiaba-flamengo.ghtml?utm_source=cartolafc,18
"['e', 'e', 'd', 'd', 'd']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-07-29 16:00:00,,0,1,302681,17,277,7,266,1690657200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/29-07-2023/fluminense-santos.ghtml?utm_source=cartolafc,17
"['v', 'e', 'd', 'd', 'v']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-07-29 16:00:00,,2,1,302687,12,1371,9,285,1690657200,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/29-07-2023/internacional-cuiaba.ghtml?utm_source=cartolafc,17
"['e', 'v', 'e', 'e', 'e']","['e', 'e', 'e', 'v', 'd']",Ligga Arena,,,,2023-07-29 16:00:00,,3,3,302688,14,283,8,293,1690657200,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/29-07-2023/atletico-pr-cruzeiro.ghtml?utm_source=cartolafc,17
"['e', 'e', 'd', 'd', 'v']","['v', 'd', 'v', 'd', 'v']",Neo Química Arena,,,,2023-07-29 18:30:00,,1,3,302684,15,267,13,264,1690666200,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/29-07-2023/corinthians-vasco.ghtml?utm_source=cartolafc,17
"['d', 'd', 'd', 'v', 'd']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-07-29 18:30:00,,3,0,302689,6,280,10,356,1690666200,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/29-07-2023/fortaleza-bragantino.ghtml?utm_source=cartolafc,17
"['v', 'v', 'd', 'v', 'd']","['v', 'v', 'v', 'v', 'd']",Independência,,,,2023-07-29 21:00:00,,2,1,302686,4,262,3,282,1690675200,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/29-07-2023/atletico-mg-flamengo.ghtml?utm_source=cartolafc,17
"['e', 'v', 'd', 'd', 'v']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-07-30 11:00:00,,0,0,302683,16,265,11,276,1690725600,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/30-07-2023/sao-paulo-bahia.ghtml?utm_source=cartolafc,17
"['v', 'd', 'e', 'd', 'd']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-07-30 16:00:00,,1,4,302682,19,294,5,263,1690743600,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/30-07-2023/botafogo-coritiba.ghtml?utm_source=cartolafc,17
"['v', 'e', 'v', 'v', 'e']","['d', 'd', 'd', 'v', 'd']",Independência,,,,2023-07-30 16:00:00,,4,1,302690,1,275,20,327,1690743600,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/30-07-2023/america-mg-palmeiras.ghtml?utm_source=cartolafc,17
"['d', 'd', 'v', 'v', 'v']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-07-30 18:30:00,,1,1,302685,2,284,18,290,1690752600,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/30-07-2023/goias-gremio.ghtml?utm_source=cartolafc,17
"['d', 'd', 'd', 'v', 'd']","['v', 'v', 'd', 'v', 'd']",Maracanã,,,,2023-07-22 16:00:00,,1,1,302651,20,327,4,262,1690052400,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/22-07-2023/flamengo-america-mg.ghtml?utm_source=cartolafc,16
"['e', 'e', 'v', 'v', 'v']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-07-22 16:00:00,,1,3,302653,10,356,1,275,1690052400,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/22-07-2023/palmeiras-fortaleza.ghtml?utm_source=cartolafc,16
"['v', 'd', 'v', 'd', 'v']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-07-22 18:30:00,,0,0,302664,13,264,16,265,1690061400,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/22-07-2023/bahia-corinthians.ghtml?utm_source=cartolafc,16
"['d', 'e', 'v', 'd', 'v']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-07-22 18:30:00,,1,2,302665,11,276,12,1371,1690061400,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/22-07-2023/cuiaba-sao-paulo.ghtml?utm_source=cartolafc,16
"['v', 'v', 'v', 'v', 'd']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-07-22 21:00:00,,0,1,302660,3,282,2,284,1690070400,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/22-07-2023/gremio-atletico-mg.ghtml?utm_source=cartolafc,16
"['e', 'e', 'e', 'e', 'd']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-07-23 16:00:00,,2,2,302654,5,263,17,277,1690138800,26,True,saiba como foi,https://ge.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/23-07-2023/santos-botafogo.ghtml?utm_source=cartolafc,16
"['d', 'v', 'v', 'v', 'v']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-07-23 16:00:00,,0,0,302656,9,285,6,280,1690138800,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/23-07-2023/bragantino-internacional.ghtml?utm_source=cartolafc,16
"['d', 'd', 'd', 'd', 'v']","['e', 'v', 'e', 'e', 'e']",Independência,,,,2023-07-23 16:00:00,,1,0,302658,18,290,14,283,1690138800,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/23-07-2023/cruzeiro-goias.ghtml?utm_source=cartolafc,16
"['e', 'e', 'e', 'v', 'd']","['e', 'e', 'd', 'd', 'v']",São Januário,,,,2023-07-23 18:30:00,,2,0,302652,8,293,15,267,1690147800,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/23-07-2023/vasco-atletico-pr.ghtml?utm_source=cartolafc,16
"['v', 'v', 'v', 'd', 'd']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-07-24 19:00:00,,0,2,302662,7,266,19,294,1690236000,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/24-07-2023/coritiba-fluminense.ghtml?utm_source=cartolafc,16
"['d', 'd', 'd', 'v', 'd']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-07-15 21:00:00,,0,2,302625,6,280,5,263,1689465600,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/15-07-2023/botafogo-bragantino.ghtml?utm_source=cartolafc,15
"['v', 'd', 'e', 'd', 'd']","['e', 'v', 'e', 'e', 'e']",Independência,,,,2023-07-16 11:00:00,,0,0,306169,19,294,14,283,1689516000,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/16-07-2023/cruzeiro-coritiba.ghtml?utm_source=cartolafc,15
"['v', 'v', 'd', 'v', 'd']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-07-16 16:00:00,,0,0,302623,4,262,7,266,1689534000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/16-07-2023/fluminense-flamengo.ghtml?utm_source=cartolafc,15
"['e', 'e', 'd', 'd', 'd']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-07-16 16:00:00,,1,4,302627,17,277,11,276,1689534000,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/16-07-2023/sao-paulo-santos.ghtml?utm_source=cartolafc,15
"['v', 'e', 'd', 'd', 'v']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-07-16 16:00:00,,1,0,302639,12,1371,10,356,1689534000,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/16-07-2023/fortaleza-cuiaba.ghtml?utm_source=cartolafc,15
"['v', 'e', 'v', 'v', 'e']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-07-16 18:30:00,,0,0,302635,1,275,9,285,1689543000,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/16-07-2023/internacional-palmeiras.ghtml?utm_source=cartolafc,15
"['e', 'v', 'd', 'd', 'v']","['e', 'e', 'e', 'v', 'd']",Ligga Arena,,,,2023-07-16 18:30:00,,0,2,302637,16,265,8,293,1689543000,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/16-07-2023/atletico-pr-bahia.ghtml?utm_source=cartolafc,15
"['v', 'v', 'v', 'v', 'd']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-07-17 20:00:00,,0,0,302631,3,282,18,290,1689634800,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/17-07-2023/goias-atletico-mg.ghtml?utm_source=cartolafc,15
"['d', 'd', 'v', 'v', 'v']","['v', 'd', 'v', 'd', 'v']",Neo Química Arena,,,,2023-09-18 21:00:00,,4,4,302629,2,284,13,264,1695081600,26,False,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/18-09-2023/corinthians-gremio.ghtml?utm_source=cartolafc,15
"['e', 'e', 'd', 'd', 'v']","['d', 'd', 'd', 'v', 'd']",Independência,,,,2023-09-25 20:00:00,,1,0,302640,15,267,20,327,1695682800,26,False,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/25-09-2023/america-mg-vasco.ghtml?utm_source=cartolafc,15
"['e', 'v', 'e', 'e', 'e']","['e', 'e', 'd', 'd', 'v']",São Januário,,,,2023-07-08 16:00:00,,1,0,302602,14,283,15,267,1688842800,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/08-07-2023/vasco-cruzeiro.ghtml?utm_source=cartolafc,14
"['e', 'v', 'd', 'd', 'v']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-07-08 16:00:00,,1,1,302610,16,265,12,1371,1688842800,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/08-07-2023/cuiaba-bahia.ghtml?utm_source=cartolafc,14
"['v', 'd', 'v', 'd', 'v']","['v', 'v', 'v', 'v', 'd']",Mineirão,,,,2023-07-08 18:30:00,,1,0,302606,13,264,3,282,1688851800,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/08-07-2023/atletico-mg-corinthians.ghtml?utm_source=cartolafc,14
"['d', 'd', 'd', 'v', 'd']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-07-08 18:30:00,,1,3,302608,20,327,19,294,1688851800,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/08-07-2023/coritiba-america-mg.ghtml?utm_source=cartolafc,14
"['v', 'v', 'd', 'v', 'd']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-07-08 21:00:00,,1,1,302603,4,262,1,275,1688860800,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/08-07-2023/palmeiras-flamengo.ghtml?utm_source=cartolafc,14
"['d', 'd', 'd', 'd', 'v']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-07-09 11:00:00,,3,4,302604,18,290,17,277,1688911200,26,True,saiba como foi,https://ge.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/09-07-2023/santos-goias.ghtml?utm_source=cartolafc,14
"['d', 'v', 'v', 'v', 'v']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-07-09 16:00:00,,0,2,302601,9,285,7,266,1688929200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/09-07-2023/fluminense-internacional.ghtml?utm_source=cartolafc,14
"['d', 'e', 'v', 'd', 'v']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-07-09 16:00:00,,0,0,302605,11,276,6,280,1688929200,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/09-07-2023/bragantino-sao-paulo.ghtml?utm_source=cartolafc,14
"['e', 'e', 'e', 'e', 'd']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-07-09 18:30:00,,2,0,302607,5,263,2,284,1688938200,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/09-07-2023/gremio-botafogo.ghtml?utm_source=cartolafc,14
"['e', 'e', 'e', 'v', 'd']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-07-09 18:30:00,,0,1,302609,8,293,10,356,1688938200,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/09-07-2023/fortaleza-atletico-pr.ghtml?utm_source=cartolafc,14
"['v', 'v', 'v', 'd', 'd']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-07-01 16:00:00,,0,1,302853,7,266,11,276,1688238000,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/01-07-2023/sao-paulo-fluminense.ghtml?utm_source=cartolafc,13
"['e', 'e', 'v', 'v', 'v']","['v', 'v', 'd', 'v', 'd']",Maracanã,,,,2023-07-01 18:30:00,,0,2,302851,10,356,4,262,1688247000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/01-07-2023/flamengo-fortaleza.ghtml?utm_source=cartolafc,13
"['d', 'd', 'v', 'v', 'v']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-07-01 18:30:00,,2,1,302859,2,284,16,265,1688247000,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/01-07-2023/bahia-gremio.ghtml?utm_source=cartolafc,13
"['e', 'v', 'e', 'e', 'e']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-07-01 21:00:00,,0,0,302857,14,283,9,285,1688256000,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/01-07-2023/internacional-cruzeiro.ghtml?utm_source=cartolafc,13
"['d', 'd', 'd', 'v', 'd']","['v', 'd', 'v', 'd', 'v']",Neo Química Arena,,,,2023-07-02 11:00:00,,1,0,302854,6,280,13,264,1688306400,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/02-07-2023/corinthians-bragantino.ghtml?utm_source=cartolafc,13
"['e', 'e', 'd', 'd', 'v']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-07-02 16:00:00,,0,2,302852,15,267,5,263,1688324400,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/02-07-2023/botafogo-vasco.ghtml?utm_source=cartolafc,13
"['d', 'd', 'd', 'v', 'd']","['v', 'v', 'v', 'v', 'd']",Mineirão,,,,2023-07-02 16:00:00,,2,2,302856,20,327,3,282,1688324400,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/02-07-2023/atletico-mg-america-mg.ghtml?utm_source=cartolafc,13
"['v', 'e', 'v', 'v', 'e']","['e', 'e', 'e', 'v', 'd']",Ligga Arena,,,,2023-07-02 16:00:00,,2,2,302858,1,275,8,293,1688324400,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/02-07-2023/atletico-pr-palmeiras.ghtml?utm_source=cartolafc,13
"['e', 'e', 'd', 'd', 'd']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-07-02 18:30:00,,0,3,302860,17,277,12,1371,1688333400,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/02-07-2023/cuiaba-santos.ghtml?utm_source=cartolafc,13
"['v', 'd', 'e', 'd', 'd']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-07-03 20:00:00,,2,1,302855,19,294,18,290,1688425200,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/03-07-2023/goias-coritiba.ghtml?utm_source=cartolafc,13
"['v', 'd', 'v', 'd', 'v']","['e', 'e', 'e', 'v', 'd']",Arena da Baixada,,,,2023-06-24 16:00:00,,0,1,302828,13,264,8,293,1687633200,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/24-06-2023/atletico-pr-corinthians.ghtml?utm_source=cartolafc,12
"['e', 'v', 'd', 'd', 'v']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-06-24 18:30:00,,1,2,302821,16,265,7,266,1687642200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/24-06-2023/fluminense-bahia.ghtml?utm_source=cartolafc,12
"['v', 'v', 'v', 'v', 'd']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-06-24 18:30:00,,1,2,302829,3,282,10,356,1687642200,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/24-06-2023/fortaleza-atletico-mg.ghtml?utm_source=cartolafc,12
"['d', 'e', 'v', 'd', 'v']","['e', 'v', 'e', 'e', 'e']",Independência,,,,2023-06-24 21:00:00,,0,1,302826,11,276,14,283,1687651200,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/24-06-2023/cruzeiro-sao-paulo.ghtml?utm_source=cartolafc,12
"['e', 'e', 'e', 'e', 'd']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-06-25 16:00:00,,1,0,302823,5,263,1,275,1687719600,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/25-06-2023/palmeiras-botafogo.ghtml?utm_source=cartolafc,12
"['v', 'd', 'e', 'd', 'd']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-06-25 16:00:00,,1,5,302827,19,294,2,284,1687719600,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/25-06-2023/gremio-coritiba.ghtml?utm_source=cartolafc,12
"['v', 'v', 'd', 'v', 'd']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-06-25 18:30:00,,3,2,302824,4,262,17,277,1687728600,26,True,saiba como foi,https://ge.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/25-06-2023/santos-flamengo.ghtml?utm_source=cartolafc,12
"['d', 'd', 'd', 'd', 'v']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-06-25 18:30:00,,0,2,302825,18,290,6,280,1687728600,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/25-06-2023/bragantino-goias.ghtml?utm_source=cartolafc,12
"['d', 'v', 'v', 'v', 'v']","['d', 'd', 'd', 'v', 'd']",Independência,,,,2023-06-25 18:30:00,,2,1,302830,9,285,20,327,1687728600,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/25-06-2023/america-mg-internacional.ghtml?utm_source=cartolafc,12
"['v', 'e', 'd', 'd', 'v']","['e', 'e', 'd', 'd', 'v']",Luso-Brasileiro,,,,2023-06-26 21:00:00,,0,1,302822,12,1371,15,267,1687824000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/26-06-2023/vasco-cuiaba.ghtml?utm_source=cartolafc,12
"['e', 'e', 'e', 'v', 'd']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-06-21 19:00:00,,1,2,302803,8,293,11,276,1687384800,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/21-06-2023/sao-paulo-atletico-pr.ghtml?utm_source=cartolafc,11
"['e', 'e', 'v', 'v', 'v']","['e', 'v', 'e', 'e', 'e']",Mineirão,,,,2023-06-21 19:00:00,,1,0,302806,10,356,14,283,1687384800,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/21-06-2023/cruzeiro-fortaleza.ghtml?utm_source=cartolafc,11
"['v', 'd', 'v', 'd', 'v']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-06-21 20:00:00,,2,0,302804,13,264,17,277,1687388400,26,True,saiba como foi,https://ge.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/21-06-2023/santos-corinthians.ghtml?utm_source=cartolafc,11
"['v', 'v', 'v', 'v', 'd']","['v', 'v', 'v', 'd', 'd']",Raulino de Oliveira,,,,2023-06-21 21:30:00,,1,1,302801,3,282,7,266,1687393800,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/21-06-2023/fluminense-atletico-mg.ghtml?utm_source=cartolafc,11
"['v', 'e', 'v', 'v', 'e']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-06-21 21:30:00,,0,1,302809,1,275,16,265,1687393800,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/21-06-2023/bahia-palmeiras.ghtml?utm_source=cartolafc,11
"['d', 'd', 'd', 'v', 'd']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-06-22 19:00:00,,1,3,302807,20,327,2,284,1687471200,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/22-06-2023/gremio-america-mg.ghtml?utm_source=cartolafc,11
"['d', 'd', 'd', 'd', 'v']","['e', 'e', 'd', 'd', 'v']",São Januário,,,,2023-06-22 20:00:00,,1,0,302802,18,290,15,267,1687474800,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/22-06-2023/vasco-goias.ghtml?utm_source=cartolafc,11
"['d', 'v', 'v', 'v', 'v']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-06-22 20:00:00,,1,0,302808,9,285,19,294,1687474800,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/22-06-2023/coritiba-internacional.ghtml?utm_source=cartolafc,11
"['e', 'e', 'e', 'e', 'd']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-06-22 20:00:00,,1,0,302810,5,263,12,1371,1687474800,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/22-06-2023/cuiaba-botafogo.ghtml?utm_source=cartolafc,11
"['v', 'v', 'd', 'v', 'd']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-06-22 21:30:00,,0,4,302805,4,262,6,280,1687480200,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/22-06-2023/bragantino-flamengo.ghtml?utm_source=cartolafc,11
"['e', 'e', 'd', 'd', 'd']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-06-10 16:00:00,,0,0,302787,17,277,19,294,1686423600,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/10-06-2023/coritiba-santos.ghtml?utm_source=cartolafc,10
"['v', 'e', 'd', 'd', 'v']","['v', 'd', 'v', 'd', 'v']",Neo Química Arena,,,,2023-06-10 18:30:00,,1,1,302778,12,1371,13,264,1686432600,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/10-06-2023/corinthians-cuiaba.ghtml?utm_source=cartolafc,10
"['d', 'd', 'd', 'v', 'd']","['v', 'v', 'v', 'v', 'd']",Mineirão,,,,2023-06-10 18:30:00,,1,1,302783,6,280,3,282,1686432600,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/10-06-2023/atletico-mg-bragantino.ghtml?utm_source=cartolafc,10
"['e', 'v', 'e', 'e', 'e']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-06-10 18:30:00,,2,2,302789,14,283,16,265,1686432600,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/10-06-2023/bahia-cruzeiro.ghtml?utm_source=cartolafc,10
"['e', 'e', 'v', 'v', 'v']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-06-10 21:00:00,,0,2,302774,10,356,5,263,1686441600,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/10-06-2023/botafogo-fortaleza.ghtml?utm_source=cartolafc,10
"['e', 'e', 'e', 'v', 'd']","['d', 'd', 'd', 'v', 'd']",Mineirão,,,,2023-06-11 11:00:00,,2,2,302790,8,293,20,327,1686492000,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/11-06-2023/america-mg-atletico-pr.ghtml?utm_source=cartolafc,10
"['v', 'e', 'v', 'v', 'e']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-06-11 16:00:00,,2,0,302776,1,275,11,276,1686510000,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/11-06-2023/sao-paulo-palmeiras.ghtml?utm_source=cartolafc,10
"['e', 'e', 'd', 'd', 'v']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-06-11 16:00:00,,1,2,302785,15,267,9,285,1686510000,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/11-06-2023/internacional-vasco.ghtml?utm_source=cartolafc,10
