aproveitamento_visitante,aproveitamento_mandante,local,status_transmissao_tr,status_cronometro_tr,periodo_tr,partida_data,inicio_cronometro_tr,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,transmissao.label,transmissao.url,rodada
"['d', 'd', 'v', 'v', 'v']","['v', 'v', 'd', 'v', 'd']",Maracanã,,,,2023-06-11 18:30:00,,0,3,302771,2,284,4,262,1686519000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/11-06-2023/flamengo-gremio.ghtml?utm_source=cartolafc,10
"['v', 'v', 'v', 'd', 'd']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-06-11 18:30:00,,2,2,302781,7,266,18,290,1686519000,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/11-06-2023/goias-fluminense.ghtml?utm_source=cartolafc,10
"['e', 'v', 'd', 'd', 'v']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-06-03 16:00:00,,0,0,302759,16,265,10,356,1685818800,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/03-06-2023/fortaleza-bahia.ghtml?utm_source=cartolafc,9
"['v', 'v', 'v', 'v', 'd']","['e', 'v', 'e', 'e', 'e']",Parque do Sabiá,,,,2023-06-03 18:30:00,,1,0,302756,3,282,14,283,1685827800,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/03-06-2023/cruzeiro-atletico-mg.ghtml?utm_source=cartolafc,9
"['e', 'e', 'e', 'e', 'd']","['e', 'e', 'e', 'v', 'd']",Arena da Baixada,,,,2023-06-03 18:30:00,,0,1,302758,5,263,8,293,1685827800,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/03-06-2023/atletico-pr-botafogo.ghtml?utm_source=cartolafc,9
"['v', 'd', 'v', 'd', 'v']","['d', 'd', 'd', 'v', 'd']",Independência,,,,2023-06-03 18:30:00,,0,2,302760,13,264,20,327,1685827800,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/03-06-2023/america-mg-corinthians.ghtml?utm_source=cartolafc,9
"['d', 'v', 'v', 'v', 'v']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-06-03 21:00:00,,1,1,302754,9,285,17,277,1685836800,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/03-06-2023/santos-internacional.ghtml?utm_source=cartolafc,9
"['d', 'd', 'd', 'v', 'd']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-06-04 16:00:00,,1,2,302751,6,280,7,266,1685905200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/04-06-2023/fluminense-bragantino.ghtml?utm_source=cartolafc,9
"['d', 'e', 'v', 'd', 'v']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-06-04 16:00:00,,1,2,302757,11,276,2,284,1685905200,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/04-06-2023/gremio-sao-paulo.ghtml?utm_source=cartolafc,9
"['v', 'd', 'e', 'd', 'd']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-06-04 18:30:00,,1,3,302753,19,294,1,275,1685914200,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/04-06-2023/palmeiras-coritiba.ghtml?utm_source=cartolafc,9
"['v', 'e', 'd', 'd', 'v']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-06-04 18:30:00,,1,0,302755,12,1371,18,290,1685914200,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/04-06-2023/goias-cuiaba.ghtml?utm_source=cartolafc,9
"['v', 'v', 'd', 'v', 'd']","['e', 'e', 'd', 'd', 'v']",Maracanã,,,,2023-06-05 20:00:00,,4,1,302752,4,262,15,267,1686006000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/05-06-2023/vasco-flamengo.ghtml?utm_source=cartolafc,9
"['d', 'd', 'v', 'v', 'v']","['e', 'e', 'e', 'v', 'd']",Arena da Baixada,,,,2023-05-27 16:00:00,,2,1,302744,2,284,8,293,1685214000,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/27-05-2023/atletico-pr-gremio.ghtml?utm_source=cartolafc,8
"['e', 'e', 'd', 'd', 'v']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-05-27 16:00:00,,0,2,302745,15,267,10,356,1685214000,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/27-05-2023/fortaleza-vasco.ghtml?utm_source=cartolafc,8
"['e', 'v', 'e', 'e', 'e']","['v', 'v', 'd', 'v', 'd']",Maracanã,,,,2023-05-27 18:30:00,,1,1,302737,14,283,4,262,1685223000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/27-05-2023/flamengo-cruzeiro.ghtml?utm_source=cartolafc,8
"['v', 'd', 'e', 'd', 'd']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-05-27 18:30:00,,1,1,302746,19,294,12,1371,1685223000,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/27-05-2023/cuiaba-coritiba.ghtml?utm_source=cartolafc,8
"['d', 'd', 'd', 'd', 'v']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-05-27 21:00:00,,1,2,302739,18,290,11,276,1685232000,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/27-05-2023/sao-paulo-goias.ghtml?utm_source=cartolafc,8
"['v', 'v', 'v', 'd', 'd']","['v', 'd', 'v', 'd', 'v']",Neo Química Arena,,,,2023-05-28 16:00:00,,0,2,302740,7,266,13,264,1685300400,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/28-05-2023/corinthians-fluminense.ghtml?utm_source=cartolafc,8
"['e', 'v', 'd', 'd', 'v']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-05-28 16:00:00,,0,2,302743,16,265,9,285,1685300400,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/28-05-2023/internacional-bahia.ghtml?utm_source=cartolafc,8
"['e', 'e', 'd', 'd', 'd']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-05-28 18:30:00,,0,2,302741,17,277,6,280,1685309400,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/28-05-2023/bragantino-santos.ghtml?utm_source=cartolafc,8
"['v', 'e', 'v', 'v', 'e']","['v', 'v', 'v', 'v', 'd']",Mineirão,,,,2023-05-28 18:30:00,,1,1,302742,1,275,3,282,1685309400,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/28-05-2023/atletico-mg-palmeiras.ghtml?utm_source=cartolafc,8
"['d', 'd', 'd', 'v', 'd']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-05-28 19:00:00,,0,2,302738,20,327,5,263,1685311200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/28-05-2023/botafogo-america-mg.ghtml?utm_source=cartolafc,8
"['d', 'd', 'd', 'd', 'v']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-05-20 16:00:00,,1,1,302719,18,290,16,265,1684609200,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/20-05-2023/bahia-goias.ghtml?utm_source=cartolafc,7
"['v', 'v', 'v', 'd', 'd']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-05-20 18:30:00,,0,1,302712,7,266,5,263,1684618200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/20-05-2023/botafogo-fluminense.ghtml?utm_source=cartolafc,7
"['e', 'e', 'd', 'd', 'v']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-05-20 18:30:00,,2,4,302713,15,267,11,276,1684618200,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/20-05-2023/sao-paulo-vasco.ghtml?utm_source=cartolafc,7
"['e', 'e', 'e', 'v', 'd']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-05-20 18:30:00,,0,2,302715,8,293,6,280,1684618200,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/20-05-2023/bragantino-atletico-pr.ghtml?utm_source=cartolafc,7
"['v', 'v', 'v', 'v', 'd']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-05-20 18:30:00,,2,1,302718,3,282,19,294,1684618200,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/20-05-2023/coritiba-atletico-mg.ghtml?utm_source=cartolafc,7
"['e', 'e', 'v', 'v', 'v']","['d', 'd', 'd', 'v', 'd']",Independência,,,,2023-05-20 18:30:00,,1,2,302720,10,356,20,327,1684618200,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/20-05-2023/america-mg-fortaleza.ghtml?utm_source=cartolafc,7
"['v', 'e', 'v', 'v', 'e']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-05-20 21:00:00,,0,0,302714,1,275,17,277,1684627200,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/20-05-2023/santos-palmeiras.ghtml?utm_source=cartolafc,7
"['v', 'd', 'v', 'd', 'v']","['v', 'v', 'd', 'v', 'd']",Maracanã,,,,2023-05-21 16:00:00,,0,1,302711,13,264,4,262,1684695600,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/21-05-2023/flamengo-corinthians.ghtml?utm_source=cartolafc,7
"['d', 'v', 'v', 'v', 'v']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-05-21 18:30:00,,1,3,302717,9,285,2,284,1684704600,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/21-05-2023/gremio-internacional.ghtml?utm_source=cartolafc,7
"['v', 'e', 'd', 'd', 'v']","['e', 'v', 'e', 'e', 'e']",Arena do Jacaré,,,,2023-05-22 20:00:00,,1,0,302716,12,1371,14,283,1684796400,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/22-05-2023/cruzeiro-cuiaba.ghtml?utm_source=cartolafc,7
"['v', 'v', 'd', 'v', 'd']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-05-13 16:00:00,,3,2,302699,4,262,16,265,1684004400,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/13-05-2023/bahia-flamengo.ghtml?utm_source=cartolafc,6
"['v', 'e', 'd', 'd', 'v']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-05-13 18:30:00,,0,2,302691,12,1371,7,266,1684013400,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/13-05-2023/fluminense-cuiaba.ghtml?utm_source=cartolafc,6
"['d', 'd', 'd', 'v', 'd']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-05-13 18:30:00,,1,1,302693,6,280,1,275,1684013400,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/13-05-2023/palmeiras-bragantino.ghtml?utm_source=cartolafc,6
"['d', 'v', 'v', 'v', 'v']","['v', 'v', 'v', 'v', 'd']",Mineirão,,,,2023-05-13 21:00:00,,0,2,302696,9,285,3,282,1684022400,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/13-05-2023/atletico-mg-internacional.ghtml?utm_source=cartolafc,6
"['e', 'e', 'd', 'd', 'd']","['e', 'e', 'd', 'd', 'v']",São Januário,,,,2023-05-14 16:00:00,,1,0,302692,17,277,15,267,1684090800,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/14-05-2023/vasco-santos.ghtml?utm_source=cartolafc,6
"['d', 'e', 'v', 'd', 'v']","['v', 'd', 'v', 'd', 'v']",Neo Química Arena,,,,2023-05-14 16:00:00,,1,1,302694,11,276,13,264,1684090800,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/14-05-2023/corinthians-sao-paulo.ghtml?utm_source=cartolafc,6
"['e', 'e', 'v', 'v', 'v']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-05-14 16:00:00,,0,0,302697,10,356,2,284,1684090800,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/14-05-2023/gremio-fortaleza.ghtml?utm_source=cartolafc,6
"['e', 'e', 'e', 'e', 'd']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-05-14 18:30:00,,1,2,302695,5,263,18,290,1684099800,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/14-05-2023/goias-botafogo.ghtml?utm_source=cartolafc,6
"['v', 'd', 'e', 'd', 'd']","['e', 'e', 'e', 'v', 'd']",Arena da Baixada,,,,2023-05-14 18:30:00,,2,3,302698,19,294,8,293,1684099800,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/14-05-2023/atletico-pr-coritiba.ghtml?utm_source=cartolafc,6
"['e', 'v', 'e', 'e', 'e']","['d', 'd', 'd', 'v', 'd']",Independência,,,,2023-05-14 18:30:00,,4,0,302700,14,283,20,327,1684099800,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/14-05-2023/america-mg-cruzeiro.ghtml?utm_source=cartolafc,6
"['e', 'v', 'd', 'd', 'v']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-05-10 19:00:00,,0,3,302661,16,265,17,277,1683756000,26,True,saiba como foi,https://ge.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/10-05-2023/santos-bahia.ghtml?utm_source=cartolafc,5
"['d', 'd', 'd', 'v', 'd']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-05-10 19:00:00,,2,2,302663,20,327,6,280,1683756000,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/10-05-2023/bragantino-america-mg.ghtml?utm_source=cartolafc,5
"['e', 'e', 'e', 'v', 'd']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-05-10 19:00:00,,2,0,302667,8,293,9,285,1683756000,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/10-05-2023/internacional-atletico-pr.ghtml?utm_source=cartolafc,5
"['d', 'd', 'd', 'd', 'v']","['v', 'v', 'd', 'v', 'd']",Maracanã,,,,2023-05-10 20:00:00,,0,2,302655,18,290,4,262,1683759600,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/10-05-2023/flamengo-goias.ghtml?utm_source=cartolafc,5
"['v', 'v', 'v', 'v', 'd']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-05-10 20:00:00,,4,0,302670,3,282,12,1371,1683759600,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/10-05-2023/cuiaba-atletico-mg.ghtml?utm_source=cartolafc,5
"['d', 'd', 'v', 'v', 'v']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-05-10 21:30:00,,1,4,302659,2,284,1,275,1683765000,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/10-05-2023/palmeiras-gremio.ghtml?utm_source=cartolafc,5
"['v', 'v', 'v', 'd', 'd']","['e', 'v', 'e', 'e', 'e']",Mineirão,,,,2023-05-10 21:30:00,,2,0,302666,7,266,14,283,1683765000,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/10-05-2023/cruzeiro-fluminense.ghtml?utm_source=cartolafc,5
"['e', 'e', 'd', 'd', 'v']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-05-11 19:00:00,,1,1,302668,15,267,19,294,1683842400,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/11-05-2023/coritiba-vasco.ghtml?utm_source=cartolafc,5
"['v', 'd', 'v', 'd', 'v']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-05-11 19:30:00,,0,3,302657,13,264,5,263,1683844200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/11-05-2023/botafogo-corinthians.ghtml?utm_source=cartolafc,5
"['d', 'e', 'v', 'd', 'v']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-05-11 20:00:00,,0,0,302669,11,276,10,356,1683846000,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/11-05-2023/fortaleza-sao-paulo.ghtml?utm_source=cartolafc,5
"['e', 'e', 'd', 'd', 'd']","['e', 'v', 'e', 'e', 'e']",Independência,,,,2023-05-06 16:00:00,,1,2,302646,17,277,14,283,1683399600,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/06-05-2023/cruzeiro-santos.ghtml?utm_source=cartolafc,4
"['e', 'e', 'd', 'd', 'v']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-05-06 21:00:00,,1,1,302641,15,267,7,266,1683417600,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/06-05-2023/fluminense-vasco.ghtml?utm_source=cartolafc,4
"['v', 'e', 'd', 'd', 'v']","['d', 'd', 'd', 'v', 'd']",Independência,,,,2023-05-07 11:00:00,,2,1,302650,12,1371,20,327,1683468000,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/07-05-2023/america-mg-cuiaba.ghtml?utm_source=cartolafc,4
"['d', 'v', 'v', 'v', 'v']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-05-07 16:00:00,,0,2,302643,9,285,11,276,1683486000,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/07-05-2023/sao-paulo-internacional.ghtml?utm_source=cartolafc,4
"['v', 'v', 'd', 'v', 'd']","['e', 'e', 'e', 'v', 'd']",Arena da Baixada,,,,2023-05-07 16:00:00,,1,2,302648,4,262,8,293,1683486000,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/07-05-2023/atletico-pr-flamengo.ghtml?utm_source=cartolafc,4
"['v', 'd', 'e', 'd', 'd']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-05-07 16:00:00,,1,3,302649,19,294,16,265,1683486000,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/07-05-2023/bahia-coritiba.ghtml?utm_source=cartolafc,4
"['v', 'v', 'v', 'v', 'd']","['e', 'e', 'e', 'e', 'd']",Nilton Santos (Engenhão),,,,2023-05-07 18:30:00,,0,2,302642,3,282,5,263,1683495000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/07-05-2023/botafogo-atletico-mg.ghtml?utm_source=cartolafc,4
"['v', 'e', 'v', 'v', 'e']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-05-07 18:30:00,,5,0,302645,1,275,18,290,1683495000,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/07-05-2023/goias-palmeiras.ghtml?utm_source=cartolafc,4
"['d', 'd', 'd', 'v', 'd']","['d', 'd', 'v', 'v', 'v']",Arena do Grêmio,,,,2023-05-07 18:30:00,,3,3,302647,6,280,2,284,1683495000,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/07-05-2023/gremio-bragantino.ghtml?utm_source=cartolafc,4
"['e', 'e', 'v', 'v', 'v']","['v', 'd', 'v', 'd', 'v']",Neo Química Arena,,,,2023-05-08 20:00:00,,1,1,302644,10,356,13,264,1683586800,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/08-05-2023/corinthians-fortaleza.ghtml?utm_source=cartolafc,4
"['d', 'e', 'v', 'd', 'v']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-04-29 16:30:00,,1,1,302618,11,276,19,294,1682796600,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/29-04-2023/coritiba-sao-paulo.ghtml?utm_source=cartolafc,3
"['v', 'v', 'v', 'd', 'd']","['e', 'e', 'v', 'v', 'v']",Castelão (CE),,,,2023-04-29 16:30:00,,2,4,302619,7,266,10,356,1682796600,26,True,saiba como foi,https://ge.globo.com/ce/futebol/brasileirao-serie-a/jogo/29-04-2023/fortaleza-fluminense.ghtml?utm_source=cartolafc,3
"['v', 'd', 'v', 'd', 'v']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-04-29 18:30:00,,1,2,302613,13,264,1,275,1682803800,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/29-04-2023/palmeiras-corinthians.ghtml?utm_source=cartolafc,3
"['d', 'd', 'd', 'v', 'd']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-04-29 18:30:00,,2,3,302614,20,327,17,277,1682803800,26,True,saiba como foi,https://ge.globo.com/sp/santos-e-regiao/futebol/brasileirao-serie-a/jogo/29-04-2023/santos-america-mg.ghtml?utm_source=cartolafc,3
"['e', 'v', 'e', 'e', 'e']","['d', 'd', 'd', 'v', 'd']",Nabi Abi Chedid,,,,2023-04-29 18:30:00,,3,0,302615,14,283,6,280,1682803800,26,True,saiba como foi,https://ge.globo.com/sp/vale-do-paraiba-regiao/futebol/brasileirao-serie-a/jogo/29-04-2023/bragantino-cruzeiro.ghtml?utm_source=cartolafc,3
"['e', 'e', 'e', 'v', 'd']","['v', 'v', 'v', 'v', 'd']",Independência,,,,2023-04-29 21:00:00,,1,2,302616,8,293,3,282,1682812800,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/29-04-2023/atletico-mg-atletico-pr.ghtml?utm_source=cartolafc,3
"['e', 'e', 'e', 'e', 'd']","['v', 'v', 'd', 'v', 'd']",Maracanã,,,,2023-04-30 16:00:00,,3,2,302611,5,263,4,262,1682881200,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/30-04-2023/flamengo-botafogo.ghtml?utm_source=cartolafc,3
"['d', 'd', 'd', 'd', 'v']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-04-30 18:30:00,,0,1,302617,18,290,9,285,1682890200,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/30-04-2023/internacional-goias.ghtml?utm_source=cartolafc,3
"['d', 'd', 'v', 'v', 'v']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-04-30 18:30:00,,2,1,302620,2,284,12,1371,1682890200,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/30-04-2023/cuiaba-gremio.ghtml?utm_source=cartolafc,3
"['e', 'v', 'd', 'd', 'v']","['e', 'e', 'd', 'd', 'v']",São Januário,,,,2023-05-01 20:00:00,,1,0,302612,16,265,15,267,1682982000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/jogo/01-05-2023/vasco-bahia.ghtml?utm_source=cartolafc,3
"['e', 'e', 'e', 'v', 'd']","['v', 'v', 'v', 'd', 'd']",Maracanã,,,,2023-04-22 16:00:00,,0,2,302591,8,293,7,266,1682190000,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/22-04-2023/fluminense-atletico-pr.ghtml?utm_source=cartolafc,2
"['d', 'd', 'd', 'v', 'd']","['d', 'e', 'v', 'd', 'v']",Morumbi,,,,2023-04-22 18:30:00,,0,3,302593,20,327,11,276,1682199000,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/22-04-2023/sao-paulo-america-mg.ghtml?utm_source=cartolafc,2
"['d', 'd', 'd', 'v', 'd']","['v', 'e', 'd', 'd', 'v']",Arena Pantanal,,,,2023-04-22 18:30:00,,1,1,302600,6,280,12,1371,1682199000,26,True,saiba como foi,https://ge.globo.com/mt/futebol/brasileirao-serie-a/jogo/22-04-2023/cuiaba-bragantino.ghtml?utm_source=cartolafc,2
"['d', 'd', 'v', 'v', 'v']","['e', 'v', 'e', 'e', 'e']",Independência,,,,2023-04-22 21:00:00,,0,1,302596,2,284,14,283,1682208000,26,True,saiba como foi,https://ge.globo.com/mg/futebol/brasileirao-serie-a/jogo/22-04-2023/cruzeiro-gremio.ghtml?utm_source=cartolafc,2
"['v', 'v', 'd', 'v', 'd']","['d', 'v', 'v', 'v', 'v']",Beira-Rio,,,,2023-04-23 11:00:00,,1,2,302597,4,262,9,285,1682258400,26,True,saiba como foi,https://ge.globo.com/rs/futebol/brasileirao-serie-a/jogo/23-04-2023/internacional-flamengo.ghtml?utm_source=cartolafc,2
"['v', 'e', 'v', 'v', 'e']","['e', 'e', 'd', 'd', 'v']",Maracanã,,,,2023-04-23 16:00:00,,2,2,302592,1,275,15,267,1682276400,26,True,saiba como foi,https://ge.globo.com/rj/futebol/brasileirao-serie-a/jogo/23-04-2023/vasco-palmeiras.ghtml?utm_source=cartolafc,2
"['v', 'v', 'v', 'v', 'd']","['e', 'e', 'd', 'd', 'd']",Vila Belmiro,,,,2023-04-23 16:00:00,,0,0,302594,3,282,17,277,1682276400,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/23-04-2023/santos-atletico-mg.ghtml?utm_source=cartolafc,2
"['e', 'e', 'v', 'v', 'v']","['v', 'd', 'e', 'd', 'd']",Couto Pereira,,,,2023-04-23 18:30:00,,3,0,302598,10,356,19,294,1682285400,26,True,saiba como foi,https://ge.globo.com/pr/futebol/brasileirao-serie-a/jogo/23-04-2023/coritiba-fortaleza.ghtml?utm_source=cartolafc,2
"['v', 'd', 'v', 'd', 'v']","['d', 'd', 'd', 'd', 'v']",Hailé Pinheiro (Serrinha),,,,2023-04-23 19:00:00,,1,3,302595,13,264,18,290,1682287200,26,True,saiba como foi,https://ge.globo.com/go/futebol/brasileirao-serie-a/jogo/23-04-2023/goias-corinthians.ghtml?utm_source=cartolafc,2
"['e', 'e', 'e', 'e', 'd']","['e', 'v', 'd', 'd', 'v']",Itaipava Arena Fonte Nova,,,,2023-04-24 20:00:00,,2,1,302599,5,263,16,265,1682377200,26,True,saiba como foi,https://ge.globo.com/ba/futebol/brasileirao-serie-a/jogo/24-04-2023/bahia-botafogo.ghtml?utm_source=cartolafc,2
"['v', 'e', 'd', 'd', 'v']","['v', 'e', 'v', 'v', 'e']",Allianz Parque,,,,2023-04-15 16:00:00,,1,2,302573,12,1371,1,275,1681585200,26,True,saiba como foi,https://ge.globo.com/sp/futebol/brasileirao-serie-a/jogo/15-04-2023/palmeiras-cuiaba.ghtml?utm_source=cartolafc,1
