rodada,equipe,partidas_contraAvgpontos_time,partidas_contraLastpontos_time,partidas_contraAvgMov5pontos_time,partidas_contraAvgMov10pontos_time,partidas_contraAvggols_marcados,partidas_contraLastgols_marcados,partidas_contraAvgMov5gols_marcados,partidas_contraAvgMov10gols_marcados,partidas_contraAvggols_sofridos,partidas_contraLastgols_sofridos,partidas_contraAvgMov5gols_sofridos,partidas_contraAvgMov10gols_sofridos,partidas_contraAvgsaldo_gols,partidas_contraLastsaldo_gols,partidas_contraAvgMov5saldo_gols,partidas_contraAvgMov10saldo_gols,partidas_contraAvgclassificacao,partidas_contraLastclassificacao,partidas_contraAvgMov5classificacao,partidas_contraAvgMov10classificacao,partidas_contraAvgSG_Atq,partidas_contraLastSG_Atq,partidas_contraAvgMov5SG_Atq,partidas_contraAvgMov10SG_Atq,partidas_contraAvgSG_def,partidas_contraLastSG_def,partidas_contraAvgMov5SG_def,partidas_contraAvgMov10SG_def,partidas_contraAvgclassificacao_adv,partidas_contraLastclassificacao_adv,partidas_contraAvgMov5classificacao_adv,partidas_contraAvgMov10classificacao_adv
31,Bragantino,0.58,0.5,0.6,0.6,1.47,1.0,2.6,1.6,1.07,1.0,2.2,1.3,0.4,0.0,0.4,0.3,9.73,16.0,11.6,9.3,0.27,0.0,0.2,0.3,0.33,0.0,0.0,0.3,18.0,18.0,18.0,18.0
32,Coritiba,0.6,1.0,0.6,0.65,1.48,2.0,1.8,1.7,1.03,0.0,1.4,1.2,0.45,2.0,0.4,0.5,9.55,4.0,9.4,8.3,0.26,0.0,0.2,0.3,0.35,1.0,0.2,0.4,18.0,18.0,18.0,18.0
33,Santos,0.58,0.0,0.6,0.6,1.44,0.0,1.8,1.7,1.03,1.0,1.2,1.3,0.41,-1.0,0.6,0.4,9.84,19.0,11.4,9.0,0.28,1.0,0.2,0.3,0.34,0.0,0.2,0.3,18.0,18.0,18.0,18.0
34,Atlético-MG,0.59,1.0,0.7,0.6,1.42,1.0,1.8,1.7,1.0,0.0,1.0,1.3,0.42,1.0,0.8,0.4,9.94,13.0,12.0,10.0,0.27,0.0,0.2,0.3,0.36,1.0,0.4,0.3,18.0,18.0,18.0,18.0
35,Cruzeiro,0.59,0.5,0.6,0.6,1.42,,1.0,1.89,1.0,,0.5,1.44,0.42,,0.5,0.44,9.82,6.0,11.6,10.1,0.26,0.0,0.2,0.2,0.35,0.0,0.4,0.2,18.0,18.0,18.0,18.0
36,Grêmio,0.59,0.5,0.6,0.6,1.42,,1.0,2.0,1.0,,0.33,1.5,0.42,,0.67,0.5,9.54,0.0,8.4,10.0,0.26,0.0,0.2,0.2,0.34,0.0,0.4,0.2,17.49,0.0,14.4,16.2
37,Fortaleza,0.58,0.5,0.5,0.55,1.42,,0.5,1.43,1.0,,0.5,1.14,0.42,,0.0,0.29,9.28,0.0,7.6,8.5,0.25,0.0,0.2,0.2,0.33,0.0,0.2,0.2,17.0,0.0,10.8,14.4
38,América-MG,0.58,0.5,0.6,0.6,1.42,,1.0,1.67,1.0,,0.0,1.0,0.42,,1.0,0.67,9.03,0.0,3.8,7.6,0.24,0.0,0.0,0.1,0.32,0.0,0.2,0.2,16.54,0.0,7.2,12.6
1,Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,13.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2,Cruzeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,13.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
3,Cuiabá,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.0,15.0,17.0,15.0,15.0,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,2.0,2.0,2.0,2.0
4,Bragantino,0.33,0.0,0.33,0.33,0.67,1.0,0.67,0.67,1.0,2.0,1.0,1.0,-0.33,-1.0,-0.33,-0.33,13.33,10.0,13.33,13.33,0.33,0.0,0.33,0.33,0.33,0.0,0.33,0.33,2.0,2.0,2.0,2.0
5,Palmeiras,0.38,0.5,0.38,0.38,1.25,3.0,1.25,1.25,1.5,3.0,1.5,1.5,-0.25,0.0,-0.25,-0.25,11.0,4.0,11.0,11.0,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.25,2.0,2.0,2.0,2.0
6,Fortaleza,0.5,1.0,0.5,0.5,1.8,4.0,1.8,1.8,1.4,1.0,1.4,1.4,0.4,3.0,0.4,0.4,9.4,3.0,9.4,9.4,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,2.0,2.0,2.0,2.0
7,Internacional,0.5,0.5,0.6,0.5,1.5,0.0,1.8,1.5,1.17,0.0,1.2,1.17,0.33,0.0,0.6,0.33,9.67,11.0,9.0,9.67,0.33,1.0,0.2,0.33,0.33,1.0,0.4,0.33,2.0,2.0,2.0,2.0
8,Athlético-PR,0.43,0.0,0.4,0.43,1.43,1.0,1.8,1.43,1.43,3.0,1.8,1.43,0.0,-2.0,0.0,0.0,10.0,12.0,8.0,10.0,0.29,0.0,0.2,0.29,0.29,0.0,0.2,0.29,2.0,2.0,2.0,2.0
9,São Paulo,0.38,0.0,0.4,0.38,1.38,1.0,1.8,1.38,1.5,2.0,1.8,1.5,-0.12,-1.0,0.0,-0.12,9.62,7.0,7.4,9.62,0.25,0.0,0.2,0.25,0.25,0.0,0.2,0.25,2.0,2.0,2.0,2.0
10,Flamengo,0.33,0.0,0.3,0.33,1.33,1.0,1.4,1.33,1.56,2.0,1.6,1.56,-0.22,-1.0,-0.2,-0.22,9.56,9.0,8.4,9.56,0.22,0.0,0.2,0.22,0.22,0.0,0.2,0.22,2.0,2.0,2.0,2.0
11,América-MG,0.4,1.0,0.3,0.4,1.5,3.0,1.2,1.5,1.4,0.0,1.4,1.4,0.1,3.0,-0.2,0.1,9.1,5.0,8.8,9.1,0.2,0.0,0.2,0.2,0.3,1.0,0.4,0.3,2.0,2.0,2.0,2.0
12,Coritiba,0.36,0.0,0.2,0.4,1.45,1.0,1.4,1.6,1.55,3.0,2.0,1.6,-0.09,-2.0,-0.6,0.0,10.09,20.0,10.6,9.8,0.18,0.0,0.0,0.1,0.27,0.0,0.2,0.3,2.0,2.0,2.0,2.0
13,Bahia,0.33,0.0,0.2,0.3,1.42,1.0,1.4,1.6,1.83,5.0,2.4,2.1,-0.42,-4.0,-1.0,-0.5,10.83,19.0,12.0,10.0,0.17,0.0,0.0,0.1,0.25,0.0,0.2,0.2,2.0,2.0,2.0,2.0
14,Botafogo,0.31,0.0,0.2,0.3,1.38,1.0,1.4,1.6,1.85,2.0,2.4,2.1,-0.46,-1.0,-1.0,-0.5,11.15,15.0,13.6,10.5,0.15,0.0,0.0,0.1,0.23,0.0,0.2,0.2,2.0,2.0,2.0,2.0
15,Corinthians,0.36,1.0,0.4,0.35,1.43,2.0,1.6,1.5,1.71,0.0,2.0,1.8,-0.29,2.0,-0.4,-0.3,10.43,1.0,12.0,10.2,0.14,0.0,0.0,0.1,0.29,1.0,0.4,0.3,2.0,2.0,2.0,2.0
16,Atlético-MG,0.37,0.5,0.3,0.3,1.6,4.0,1.8,1.5,1.87,4.0,2.8,2.1,-0.27,0.0,-1.0,-0.6,10.67,14.0,13.8,11.3,0.13,0.0,0.0,0.1,0.27,0.0,0.2,0.3,2.0,2.0,2.0,2.0
17,Goiás,0.34,0.0,0.3,0.25,1.5,0.0,1.6,1.5,1.81,1.0,2.4,2.2,-0.31,-1.0,-0.8,-0.7,10.38,6.0,11.0,10.8,0.19,1.0,0.2,0.1,0.25,0.0,0.2,0.2,2.0,2.0,2.0,2.0
18,Vasco,0.35,0.5,0.4,0.3,1.47,1.0,1.6,1.5,1.76,1.0,1.6,2.0,-0.29,0.0,0.0,-0.5,10.82,18.0,10.8,11.4,0.18,0.0,0.2,0.1,0.24,0.0,0.2,0.2,2.0,2.0,2.0,2.0
19,Fluminense,0.39,1.0,0.6,0.4,1.44,1.0,1.6,1.5,1.67,0.0,1.2,1.8,-0.22,1.0,0.4,-0.3,11.11,16.0,11.0,12.3,0.17,0.0,0.2,0.1,0.28,1.0,0.4,0.3,2.0,2.0,2.0,2.0
20,Santos,0.37,0.0,0.4,0.4,1.42,1.0,1.4,1.5,1.68,2.0,1.6,1.8,-0.26,-1.0,-0.2,-0.3,10.95,8.0,12.4,12.2,0.16,0.0,0.2,0.1,0.26,0.0,0.2,0.3,2.0,2.0,2.0,2.0
21,Cruzeiro,0.4,1.0,0.5,0.4,1.45,2.0,1.0,1.4,1.65,1.0,1.0,1.9,-0.2,1.0,0.0,-0.5,11.05,13.0,12.2,13.0,0.15,0.0,0.2,0.1,0.25,0.0,0.2,0.2,2.0,2.0,2.0,2.0
22,Cuiabá,0.38,0.0,0.5,0.4,1.38,0.0,1.0,1.3,1.71,3.0,1.4,1.9,-0.33,-3.0,-0.4,-0.6,11.33,17.0,14.4,12.7,0.19,1.0,0.2,0.2,0.24,0.0,0.2,0.2,2.0,2.0,2.0,2.0
23,Bragantino,0.36,0.0,0.4,0.4,1.32,0.0,0.8,1.2,1.73,2.0,1.6,1.6,-0.41,-2.0,-0.8,-0.4,11.27,10.0,12.8,11.8,0.23,1.0,0.4,0.3,0.23,0.0,0.2,0.2,2.0,2.0,2.0,2.0
24,Palmeiras,0.39,1.0,0.4,0.5,1.35,2.0,1.0,1.3,1.65,0.0,1.6,1.4,-0.3,2.0,-0.6,-0.1,10.96,4.0,10.4,10.7,0.22,0.0,0.4,0.3,0.26,1.0,0.2,0.3,2.0,2.0,2.0,2.0
25,Fortaleza,0.38,0.0,0.4,0.4,1.29,0.0,0.8,1.1,1.62,1.0,1.4,1.5,-0.33,-1.0,-0.6,-0.4,10.62,3.0,9.4,10.9,0.25,1.0,0.6,0.4,0.25,0.0,0.2,0.2,2.0,2.0,2.0,2.0
26,Internacional,0.38,0.5,0.3,0.4,1.28,1.0,0.6,0.8,1.6,1.0,1.4,1.2,-0.32,0.0,-0.8,-0.4,10.64,11.0,9.0,10.6,0.24,0.0,0.6,0.4,0.24,0.0,0.2,0.2,2.0,2.0,2.0,2.0
27,Athlético-PR,0.4,1.0,0.5,0.5,1.35,3.0,1.2,1.1,1.62,2.0,1.2,1.3,-0.27,1.0,0.0,-0.2,10.69,12.0,8.0,11.2,0.23,0.0,0.4,0.3,0.23,0.0,0.2,0.2,2.0,2.0,2.0,2.0
28,São Paulo,0.43,1.0,0.7,0.55,1.37,2.0,1.6,1.2,1.59,1.0,1.0,1.3,-0.22,1.0,0.6,-0.1,10.56,7.0,7.4,10.1,0.22,0.0,0.2,0.3,0.22,0.0,0.2,0.2,2.0,2.0,2.0,2.0
29,Flamengo,0.45,1.0,0.7,0.55,1.43,3.0,1.8,1.4,1.54,0.0,1.0,1.3,-0.11,3.0,0.8,0.1,10.5,9.0,8.4,9.4,0.21,0.0,0.2,0.3,0.25,1.0,0.2,0.2,2.0,2.0,2.0,2.0
30,América-MG,0.43,0.0,0.7,0.55,1.45,2.0,2.2,1.5,1.59,3.0,1.4,1.4,-0.14,-1.0,0.8,0.1,10.31,5.0,8.8,9.1,0.21,0.0,0.0,0.3,0.24,0.0,0.2,0.2,2.0,2.0,2.0,2.0
31,Coritiba,0.42,0.0,0.6,0.45,1.5,3.0,2.6,1.6,1.67,4.0,2.0,1.7,-0.17,-1.0,0.6,-0.1,10.63,20.0,10.6,9.8,0.2,0.0,0.0,0.3,0.23,0.0,0.2,0.2,2.0,2.0,2.0,2.0
32,Bahia,0.4,0.0,0.4,0.45,1.48,1.0,2.2,1.7,1.68,2.0,2.0,1.6,-0.19,-1.0,0.2,0.1,10.9,19.0,12.0,10.0,0.19,0.0,0.0,0.2,0.23,0.0,0.2,0.2,2.0,2.0,2.0,2.0
33,Botafogo,0.39,0.0,0.2,0.45,1.44,0.0,1.8,1.7,1.66,1.0,2.0,1.5,-0.22,-1.0,-0.2,0.2,11.03,15.0,13.6,10.5,0.22,1.0,0.2,0.2,0.22,0.0,0.2,0.2,2.0,2.0,2.0,2.0
34,Corinthians,0.38,0.0,0.0,0.35,1.48,3.0,1.8,1.8,1.73,4.0,2.8,1.9,-0.24,-1.0,-1.0,-0.1,10.73,1.0,12.0,10.2,0.21,0.0,0.2,0.2,0.21,0.0,0.0,0.1,2.0,2.0,2.0,2.0
35,Atlético-MG,0.38,0.5,0.1,0.4,1.48,,1.75,2.0,1.73,,2.75,2.0,-0.24,,-1.0,0.0,10.82,14.0,13.8,11.3,0.21,0.0,0.2,0.1,0.21,0.0,0.0,0.1,2.0,2.0,2.0,2.0
36,Goiás,0.39,0.5,0.2,0.4,1.48,,1.33,2.12,1.73,,2.33,2.12,-0.24,,-1.0,0.0,10.51,0.0,9.8,10.2,0.2,0.0,0.2,0.1,0.2,0.0,0.0,0.1,1.94,0.0,1.6,1.8
37,Vasco,0.39,0.5,0.3,0.35,1.48,,1.5,2.0,1.73,,2.5,2.14,-0.24,,-1.0,-0.14,10.22,0.0,6.0,9.0,0.19,0.0,0.2,0.1,0.19,0.0,0.0,0.1,1.89,0.0,1.2,1.6
38,Fluminense,0.39,0.5,0.4,0.3,1.48,,3.0,2.0,1.73,,4.0,2.33,-0.24,,-1.0,-0.33,9.95,0.0,3.0,8.3,0.19,0.0,0.0,0.1,0.19,0.0,0.0,0.1,1.84,0.0,0.8,1.4
1,Fortaleza,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0
2,Flamengo,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0
3,Goiás,0.25,0.0,0.25,0.25,1.0,1.0,1.0,1.0,1.5,2.0,1.5,1.5,-0.5,-1.0,-0.5,-0.5,8.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0
4,São Paulo,0.17,0.0,0.17,0.17,0.67,0.0,0.67,0.67,1.33,1.0,1.33,1.33,-0.67,-1.0,-0.67,-0.67,11.33,18.0,11.33,11.33,0.33,1.0,0.33,0.33,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0
5,Athlético-PR,0.38,1.0,0.38,0.38,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,10.75,9.0,10.75,10.75,0.25,0.0,0.25,0.25,0.25,1.0,0.25,0.25,12.0,12.0,12.0,12.0
6,Atlético-MG,0.5,1.0,0.5,0.5,1.2,2.0,1.2,1.2,0.8,0.0,0.8,0.8,0.4,2.0,0.4,0.4,10.0,7.0,10.0,10.0,0.2,0.0,0.2,0.2,0.4,1.0,0.4,0.4,12.0,12.0,12.0,12.0
7,Grêmio,0.58,1.0,0.6,0.58,1.33,2.0,1.4,1.33,0.67,0.0,0.6,0.67,0.67,2.0,0.8,0.67,9.33,6.0,9.0,9.33,0.17,0.0,0.2,0.17,0.5,1.0,0.6,0.5,12.0,12.0,12.0,12.0
8,Bahia,0.64,1.0,0.8,0.64,1.57,3.0,1.8,1.57,0.71,1.0,0.4,0.71,0.86,2.0,1.4,0.86,8.29,2.0,8.4,8.29,0.14,0.0,0.2,0.14,0.43,0.0,0.6,0.43,12.0,12.0,12.0,12.0
9,Santos,0.56,0.0,0.8,0.56,1.38,0.0,1.8,1.38,0.88,2.0,0.6,0.88,0.5,-2.0,1.2,0.5,9.12,15.0,7.8,9.12,0.25,1.0,0.2,0.25,0.38,0.0,0.6,0.38,12.0,12.0,12.0,12.0
10,Vasco,0.56,0.5,0.7,0.56,1.33,1.0,1.6,1.33,0.89,1.0,0.8,0.89,0.44,0.0,0.8,0.44,9.56,13.0,8.6,9.56,0.22,0.0,0.2,0.22,0.33,0.0,0.4,0.33,12.0,12.0,12.0,12.0
11,Coritiba,0.5,0.0,0.5,0.5,1.3,1.0,1.4,1.3,1.0,2.0,1.2,1.0,0.3,-1.0,0.2,0.3,10.2,16.0,10.4,10.2,0.2,0.0,0.2,0.2,0.3,0.0,0.2,0.3,12.0,12.0,12.0,12.0
12,América-MG,0.45,0.0,0.3,0.45,1.18,0.0,1.0,1.2,1.0,1.0,1.4,1.0,0.18,-1.0,-0.4,0.2,11.0,19.0,13.0,11.0,0.27,1.0,0.4,0.3,0.27,0.0,0.0,0.3,12.0,12.0,12.0,12.0
13,Cruzeiro,0.42,0.0,0.1,0.45,1.17,1.0,0.6,1.2,1.08,2.0,1.6,1.0,0.08,-1.0,-1.0,0.2,11.75,20.0,16.6,12.5,0.25,0.0,0.4,0.3,0.25,0.0,0.0,0.3,12.0,12.0,12.0,12.0
14,Fluminense,0.42,0.5,0.2,0.5,1.08,0.0,0.6,1.2,1.0,0.0,1.2,0.9,0.08,0.0,-0.6,0.3,12.15,17.0,17.0,12.4,0.31,1.0,0.4,0.3,0.31,1.0,0.2,0.4,12.0,12.0,12.0,12.0
15,Palmeiras,0.46,1.0,0.3,0.5,1.14,2.0,0.8,1.2,0.93,0.0,1.0,0.9,0.21,2.0,-0.2,0.3,11.86,8.0,16.0,12.3,0.29,0.0,0.4,0.3,0.36,1.0,0.4,0.4,12.0,12.0,12.0,12.0
16,Bragantino,0.47,0.5,0.4,0.45,1.07,0.0,0.6,1.0,0.87,0.0,0.6,0.9,0.2,0.0,0.0,0.1,11.27,3.0,13.4,11.9,0.33,1.0,0.6,0.4,0.4,1.0,0.6,0.4,12.0,12.0,12.0,12.0
17,Cuiabá,0.47,0.5,0.5,0.4,1.0,0.0,0.6,0.8,0.81,0.0,0.4,0.9,0.19,0.0,0.2,-0.1,10.81,4.0,10.4,11.7,0.38,1.0,0.6,0.5,0.44,1.0,0.8,0.4,12.0,12.0,12.0,12.0
18,Corinthians,0.5,1.0,0.7,0.4,1.06,2.0,0.8,0.7,0.82,1.0,0.2,0.9,0.24,1.0,0.6,-0.2,10.76,10.0,8.4,12.5,0.35,0.0,0.6,0.5,0.41,0.0,0.8,0.4,12.0,12.0,12.0,12.0
19,Botafogo,0.5,0.5,0.7,0.45,1.11,2.0,1.2,0.9,0.89,2.0,0.6,0.9,0.22,0.0,0.6,0.0,10.94,14.0,7.8,12.4,0.33,0.0,0.4,0.4,0.39,0.0,0.6,0.4,12.0,12.0,12.0,12.0
20,Fortaleza,0.53,1.0,0.7,0.5,1.21,3.0,1.4,1.1,0.89,1.0,0.8,0.9,0.32,2.0,0.6,0.2,10.42,1.0,6.4,11.2,0.32,0.0,0.4,0.4,0.37,0.0,0.4,0.4,12.0,12.0,12.0,12.0
21,Flamengo,0.55,1.0,0.8,0.6,1.2,1.0,1.6,1.1,0.85,0.0,0.8,0.7,0.35,1.0,0.8,0.4,10.45,11.0,8.0,10.7,0.3,0.0,0.2,0.4,0.4,1.0,0.4,0.5,12.0,12.0,12.0,12.0
22,Goiás,0.55,0.5,0.8,0.65,1.14,0.0,1.6,1.1,0.81,0.0,0.8,0.6,0.33,0.0,0.8,0.5,10.19,5.0,8.2,9.3,0.33,1.0,0.2,0.4,0.43,1.0,0.4,0.6,12.0,12.0,12.0,12.0
23,São Paulo,0.55,0.5,0.7,0.7,1.09,0.0,1.2,1.0,0.77,0.0,0.6,0.4,0.32,0.0,0.6,0.6,10.55,18.0,9.8,9.1,0.36,1.0,0.4,0.5,0.45,1.0,0.6,0.7,12.0,12.0,12.0,12.0
24,Athlético-PR,0.52,0.0,0.6,0.65,1.09,1.0,1.0,1.1,0.83,2.0,0.6,0.6,0.26,-1.0,0.4,0.5,10.48,9.0,8.8,8.3,0.35,0.0,0.4,0.4,0.43,0.0,0.6,0.6,12.0,12.0,12.0,12.0
25,Atlético-MG,0.54,1.0,0.6,0.65,1.12,2.0,0.8,1.1,0.83,1.0,0.6,0.7,0.29,1.0,0.2,0.4,10.33,7.0,10.0,8.2,0.33,0.0,0.4,0.4,0.42,0.0,0.6,0.5,12.0,12.0,12.0,12.0
26,Grêmio,0.56,1.0,0.6,0.7,1.16,2.0,1.0,1.3,0.8,0.0,0.6,0.7,0.36,2.0,0.4,0.6,10.16,6.0,9.0,8.5,0.32,0.0,0.4,0.3,0.44,1.0,0.6,0.5,12.0,12.0,12.0,12.0
27,Bahia,0.54,0.0,0.5,0.65,1.19,2.0,1.4,1.5,0.88,3.0,1.2,1.0,0.31,-1.0,0.2,0.5,9.85,2.0,8.4,8.3,0.31,0.0,0.2,0.2,0.42,0.0,0.4,0.4,12.0,12.0,12.0,12.0
28,Santos,0.56,1.0,0.6,0.65,1.19,1.0,1.6,1.4,0.85,0.0,1.2,0.9,0.33,1.0,0.4,0.5,10.04,15.0,7.8,8.8,0.3,0.0,0.0,0.2,0.44,1.0,0.4,0.5,12.0,12.0,12.0,12.0
29,Vasco,0.54,0.0,0.6,0.6,1.18,1.0,1.6,1.3,1.07,7.0,2.2,1.4,0.11,-6.0,-0.6,-0.1,10.14,13.0,8.6,8.7,0.29,0.0,0.0,0.2,0.43,0.0,0.4,0.5,12.0,12.0,12.0,12.0
30,Coritiba,0.52,0.0,0.4,0.5,1.17,1.0,1.4,1.1,1.1,2.0,2.4,1.5,0.07,-1.0,-1.0,-0.4,10.34,16.0,10.4,10.2,0.28,0.0,0.0,0.2,0.41,0.0,0.4,0.5,12.0,12.0,12.0,12.0
31,América-MG,0.53,1.0,0.4,0.5,1.27,4.0,1.8,1.4,1.17,3.0,3.0,1.8,0.1,1.0,-1.2,-0.4,10.63,19.0,13.0,11.0,0.27,0.0,0.0,0.2,0.4,0.0,0.2,0.4,12.0,12.0,12.0,12.0
32,Cruzeiro,0.53,0.5,0.5,0.5,1.26,1.0,1.6,1.5,1.16,1.0,2.6,1.9,0.1,0.0,-1.0,-0.4,10.94,20.0,16.6,12.5,0.26,0.0,0.0,0.1,0.39,0.0,0.2,0.3,12.0,12.0,12.0,12.0
33,Fluminense,0.52,0.0,0.3,0.45,1.25,1.0,1.6,1.6,1.19,2.0,3.0,2.1,0.06,-1.0,-1.4,-0.5,11.12,17.0,17.0,12.4,0.25,0.0,0.0,0.0,0.38,0.0,0.0,0.2,12.0,12.0,12.0,12.0
34,Palmeiras,0.52,0.5,0.4,0.5,1.21,0.0,1.4,1.5,1.15,0.0,1.6,1.9,0.06,0.0,-0.2,-0.4,11.03,8.0,16.0,12.3,0.27,1.0,0.2,0.1,0.39,1.0,0.2,0.3,12.0,12.0,12.0,12.0
35,Bragantino,0.51,0.5,0.5,0.45,1.21,,1.5,1.44,1.15,,1.5,2.0,0.06,,0.0,-0.56,10.79,3.0,13.4,11.9,0.26,0.0,0.2,0.1,0.38,0.0,0.2,0.3,12.0,12.0,12.0,12.0
36,Cuiabá,0.51,0.5,0.4,0.4,1.21,,0.67,1.38,1.15,,1.0,2.25,0.06,,-0.33,-0.88,10.49,0.0,9.6,11.3,0.26,0.0,0.2,0.1,0.37,0.0,0.2,0.2,11.66,0.0,9.6,10.8
37,Corinthians,0.51,0.5,0.4,0.45,1.21,,0.5,1.29,1.15,,1.0,2.14,0.06,,-0.5,-0.86,10.19,0.0,5.6,11.1,0.25,0.0,0.2,0.1,0.36,0.0,0.2,0.2,11.33,0.0,7.2,9.6
38,Botafogo,0.51,0.5,0.5,0.4,1.21,,0.0,1.33,1.15,,0.0,2.5,0.06,,0.0,-1.17,9.92,0.0,2.2,9.6,0.24,0.0,0.2,0.1,0.35,0.0,0.2,0.1,11.03,0.0,4.8,8.4
1,Cuiabá,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
2,Vasco,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-1.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
3,Corinthians,0.25,0.5,0.25,0.25,1.5,2.0,1.5,1.5,2.0,2.0,2.0,2.0,-0.5,0.0,-0.5,-0.5,13.0,16.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
4,Goiás,0.17,0.0,0.17,0.17,1.33,1.0,1.33,1.33,2.0,2.0,2.0,2.0,-0.67,-1.0,-0.67,-0.67,13.33,14.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
5,Grêmio,0.12,0.0,0.12,0.12,1.0,0.0,1.0,1.0,2.75,5.0,2.75,2.75,-1.75,-5.0,-1.75,-1.75,14.5,18.0,14.5,14.5,0.25,1.0,0.25,0.25,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
6,Bragantino,0.1,0.0,0.1,0.1,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,-2.0,-3.0,-2.0,-2.0,12.0,2.0,12.0,12.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
7,Santos,0.17,0.5,0.2,0.17,1.0,1.0,1.0,1.0,2.67,1.0,2.8,2.67,-1.67,0.0,-1.8,-1.67,10.67,4.0,10.8,10.67,0.17,0.0,0.2,0.17,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
8,Atlético-MG,0.21,0.5,0.2,0.21,0.86,0.0,0.6,0.86,2.29,0.0,2.4,2.29,-1.43,0.0,-1.8,-1.43,11.0,13.0,10.2,11.0,0.29,1.0,0.4,0.29,0.14,1.0,0.2,0.14,3.0,3.0,3.0,3.0
9,Coritiba,0.25,0.5,0.3,0.25,0.88,1.0,0.6,0.88,2.12,1.0,2.2,2.12,-1.25,0.0,-1.6,-1.25,10.38,6.0,8.6,10.38,0.25,0.0,0.4,0.25,0.12,0.0,0.2,0.12,3.0,3.0,3.0,3.0
10,São Paulo,0.22,0.0,0.3,0.22,0.89,1.0,0.8,0.89,2.22,3.0,1.8,2.22,-1.33,-2.0,-1.0,-1.33,11.33,19.0,8.8,11.33,0.22,0.0,0.2,0.22,0.11,0.0,0.2,0.11,3.0,3.0,3.0,3.0
11,Bahia,0.2,0.0,0.3,0.2,0.8,0.0,0.6,0.8,2.2,2.0,1.4,2.2,-1.4,-2.0,-0.8,-1.4,11.1,9.0,10.2,11.1,0.3,1.0,0.4,0.3,0.1,0.0,0.2,0.1,3.0,3.0,3.0,3.0
12,Botafogo,0.27,1.0,0.4,0.3,0.82,1.0,0.6,0.8,2.0,0.0,1.2,2.0,-1.18,1.0,-0.6,-1.2,11.45,15.0,12.4,11.6,0.27,0.0,0.4,0.3,0.18,1.0,0.4,0.2,3.0,3.0,3.0,3.0
13,Athlético-PR,0.33,1.0,0.5,0.35,0.83,1.0,0.8,0.7,1.83,0.0,1.2,1.8,-1.0,1.0,-0.4,-1.1,10.58,1.0,10.0,10.1,0.25,0.0,0.2,0.3,0.25,1.0,0.4,0.3,3.0,3.0,3.0,3.0
14,Flamengo,0.35,0.5,0.5,0.4,0.92,2.0,1.0,0.8,1.85,2.0,1.4,1.8,-0.92,0.0,-0.4,-1.0,10.31,7.0,10.2,9.4,0.23,0.0,0.2,0.3,0.23,0.0,0.4,0.3,3.0,3.0,3.0,3.0
