rodada,posicao,adv,setor_contraAvgpontuacao,setor_contraLastpontuacao,setor_contraAvgMov5pontuacao,setor_contraAvgMov10pontuacao,setor_contraAvgDS,setor_contraLastDS,setor_contraAvgMov5DS,setor_contraAvgMov10DS,setor_contraAvgFC,setor_contraLastFC,setor_contraAvgMov5FC,setor_contraAvgMov10FC,setor_contraAvgFF,setor_contraLastFF,setor_contraAvgMov5FF,setor_contraAvgMov10FF,setor_contraAvgFS,setor_contraLastFS,setor_contraAvgMov5FS,setor_contraAvgMov10FS,setor_contraAvgCA,setor_contraLastCA,setor_contraAvgMov5CA,setor_contraAvgMov10CA,setor_contraAvgFD,setor_contraLastFD,setor_contraAvgMov5FD,setor_contraAvgMov10FD,setor_contraAvgFT,setor_contraLastFT,setor_contraAvgMov5FT,setor_contraAvgMov10FT,setor_contraAvgG,setor_contraLastG,setor_contraAvgMov5G,setor_contraAvgMov10G,setor_contraAvgDE,setor_contraLastDE,setor_contraAvgMov5DE,setor_contraAvgMov10DE,setor_contraAvgGS,setor_contraLastGS,setor_contraAvgMov5GS,setor_contraAvgMov10GS,setor_contraAvgGC,setor_contraLastGC,setor_contraAvgMov5GC,setor_contraAvgMov10GC,setor_contraAvgI,setor_contraLastI,setor_contraAvgMov5I,setor_contraAvgMov10I,setor_contraAvgSG,setor_contraLastSG,setor_contraAvgMov5SG,setor_contraAvgMov10SG,setor_contraAvgA,setor_contraLastA,setor_contraAvgMov5A,setor_contraAvgMov10A,setor_contraAvgV,setor_contraLastV,setor_contraAvgMov5V,setor_contraAvgMov10V,setor_contraAvgPS,setor_contraLastPS,setor_contraAvgMov5PS,setor_contraAvgMov10PS,setor_contraAvgPC,setor_contraLastPC,setor_contraAvgMov5PC,setor_contraAvgMov10PC,setor_contraAvgCV,setor_contraLastCV,setor_contraAvgMov5CV,setor_contraAvgMov10CV,setor_contraAvgDP,setor_contraLastDP,setor_contraAvgMov5DP,setor_contraAvgMov10DP,setor_contraAvgPP,setor_contraLastPP,setor_contraAvgMov5PP,setor_contraAvgMov10PP
1,Atacante,América-MG,35.6,35.6,35.6,35.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2,Atacante,América-MG,35.6,35.6,35.6,35.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
3,Atacante,América-MG,31.5,27.4,31.5,31.5,2.0,1.0,2.0,2.0,5.5,8.0,5.5,5.5,2.0,3.0,2.0,2.0,5.0,6.0,5.0,5.0,1.5,2.0,1.5,1.5,1.5,1.0,1.5,1.5,0.5,0.0,0.5,0.5,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5
4,Atacante,América-MG,34.37,40.1,34.37,34.37,3.0,5.0,3.0,3.0,4.67,3.0,4.67,4.67,1.67,1.0,1.67,1.67,7.33,12.0,7.33,7.33,1.0,0.0,1.0,1.0,1.33,1.0,1.33,1.33,0.33,0.0,0.33,0.33,2.67,2.0,2.67,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.67,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33
5,Atacante,América-MG,27.92,8.6,27.92,27.92,3.25,4.0,3.25,3.25,4.25,3.0,4.25,4.25,1.25,0.0,1.25,1.25,6.75,5.0,6.75,6.75,0.75,0.0,0.75,0.75,1.5,2.0,1.5,1.5,0.25,0.0,0.25,0.25,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,1.25,1.25,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25
6,Atacante,América-MG,27.6,26.3,27.6,27.6,3.0,2.0,3.0,3.0,4.2,4.0,4.2,4.2,1.4,2.0,1.4,1.4,7.8,12.0,7.8,7.8,1.2,3.0,1.2,1.2,2.0,4.0,2.0,2.0,0.2,0.0,0.2,0.2,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.0,1.6,1.6,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2
7,Atacante,América-MG,29.83,41.0,28.68,29.83,3.17,4.0,3.2,3.17,5.0,9.0,5.4,5.0,2.0,5.0,2.2,2.0,7.33,5.0,8.0,7.33,1.0,0.0,1.0,1.0,2.17,3.0,2.2,2.17,0.17,0.0,0.0,0.17,2.17,3.0,2.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.0,1.4,1.67,0.0,0.0,0.0,0.0,0.67,1.0,0.6,0.67,0.0,0.0,0.0,0.0,0.33,0.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17
8,Atacante,América-MG,26.67,7.7,24.74,26.67,2.86,1.0,3.2,2.86,4.43,1.0,4.0,4.43,2.0,2.0,2.0,2.0,6.71,3.0,7.4,6.71,1.0,1.0,0.8,1.0,2.43,4.0,2.8,2.43,0.14,0.0,0.0,0.14,1.86,0.0,1.4,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.0,1.6,1.57,0.0,0.0,0.0,0.0,0.57,0.0,0.6,0.57,0.0,0.0,0.0,0.0,0.29,0.0,0.2,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14
9,Atacante,América-MG,26.3,23.7,21.46,26.3,2.75,2.0,2.6,2.75,4.12,2.0,3.8,4.12,2.0,2.0,2.2,2.0,6.38,4.0,5.8,6.38,0.88,0.0,0.8,0.88,2.38,2.0,3.0,2.38,0.12,0.0,0.0,0.12,1.88,2.0,1.4,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,1.8,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.12
10,Atacante,América-MG,24.59,10.9,21.92,24.59,2.78,3.0,2.4,2.78,4.0,3.0,3.8,4.0,1.78,0.0,2.2,1.78,6.33,6.0,6.0,6.33,0.78,0.0,0.8,0.78,2.22,1.0,2.8,2.22,0.22,1.0,0.2,0.22,1.67,0.0,1.4,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,1.4,1.33,0.0,0.0,0.0,0.0,0.44,0.0,0.2,0.44,0.0,0.0,0.0,0.0,0.33,1.0,0.2,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11
11,Atacante,América-MG,23.7,15.7,19.8,23.7,3.0,5.0,3.0,3.0,3.6,0.0,3.0,3.6,1.7,1.0,2.0,1.7,6.5,8.0,5.2,6.5,0.9,2.0,0.6,0.9,2.0,0.0,2.0,2.0,0.2,0.0,0.2,0.2,1.6,1.0,1.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.3,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
12,Atacante,América-MG,23.3,19.3,15.46,22.07,2.82,1.0,2.4,2.8,3.36,1.0,1.4,3.4,1.91,4.0,1.8,2.0,5.91,0.0,4.2,6.1,0.82,0.0,0.6,0.8,1.91,1.0,1.6,1.9,0.36,2.0,0.6,0.3,1.55,1.0,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.27,0.0,0.2,0.2,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
13,Atacante,América-MG,23.72,28.3,19.58,22.16,2.75,2.0,2.6,2.9,3.42,4.0,2.0,3.0,1.92,2.0,1.8,1.9,6.17,9.0,5.4,6.4,0.75,0.0,0.4,0.6,1.75,0.0,0.8,1.8,0.33,0.0,0.6,0.3,1.58,2.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.42,1.0,0.2,0.4,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.2,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
14,Atacante,América-MG,23.27,17.9,18.42,19.94,2.62,1.0,2.4,2.5,3.69,7.0,3.0,3.4,1.85,1.0,1.6,1.9,6.54,11.0,6.8,6.3,0.77,1.0,0.6,0.7,1.85,3.0,1.0,2.0,0.31,0.0,0.6,0.3,1.54,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.0,0.4,1.1,0.0,0.0,0.0,0.0,0.46,1.0,0.4,0.3,0.0,0.0,0.0,0.0,0.23,0.0,0.2,0.1,0.08,0.0,0.2,0.1,0.08,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
16,Atacante,América-MG,22.81,16.8,19.6,20.76,2.71,4.0,2.6,2.5,3.71,4.0,3.2,3.5,1.86,2.0,2.0,2.1,6.71,9.0,7.4,6.7,0.86,2.0,1.0,0.9,1.79,1.0,1.0,1.9,0.29,0.0,0.4,0.3,1.5,1.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.43,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.1,0.07,0.0,0.2,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
17,Atacante,América-MG,21.9,9.2,18.3,19.05,2.8,4.0,2.4,2.7,3.47,0.0,3.2,3.1,1.87,2.0,2.2,2.1,6.53,4.0,6.6,5.9,0.8,0.0,0.6,0.6,1.73,1.0,1.2,1.6,0.27,0.0,0.4,0.3,1.4,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,4.0,1.2,1.1,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.07,0.0,0.0,0.1,0.07,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
18,Atacante,América-MG,22.39,29.7,20.38,17.92,2.69,1.0,2.4,2.4,3.31,1.0,3.2,2.3,1.81,1.0,1.6,1.7,6.38,4.0,7.4,5.8,0.75,0.0,0.6,0.6,1.75,2.0,1.4,1.5,0.25,0.0,0.0,0.3,1.5,3.0,1.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,4.0,2.0,1.3,0.0,0.0,0.0,0.0,0.38,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
19,Atacante,América-MG,23.14,35.1,21.74,20.66,3.0,8.0,3.6,3.1,3.35,4.0,3.2,2.6,2.18,8.0,2.8,2.3,6.47,8.0,7.2,6.3,0.82,2.0,1.0,0.7,1.76,2.0,1.8,1.3,0.24,0.0,0.0,0.3,1.53,2.0,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.0,2.2,1.3,0.0,0.0,0.0,0.0,0.35,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.06,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
20,Atacante,América-MG,23.03,21.2,22.4,20.41,3.17,6.0,4.6,3.5,3.56,7.0,3.2,3.1,2.22,3.0,3.2,2.4,6.72,11.0,7.2,7.0,0.83,1.0,1.0,0.8,1.72,1.0,1.4,1.2,0.28,1.0,0.2,0.4,1.44,0.0,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,2.0,1.2,0.0,0.0,0.0,0.0,0.39,1.0,0.2,0.3,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.06,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
21,Atacante,América-MG,23.34,29.0,24.84,22.22,3.16,3.0,4.4,3.5,3.42,1.0,2.6,2.9,2.26,3.0,3.4,2.7,6.37,0.0,5.4,6.4,0.79,0.0,0.6,0.8,1.74,2.0,1.6,1.3,0.26,0.0,0.2,0.3,1.47,2.0,1.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.0,2.0,1.3,0.0,0.0,0.0,0.0,0.42,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
22,Atacante,América-MG,22.96,15.7,26.14,22.22,3.05,1.0,3.8,3.1,3.25,0.0,2.6,2.9,2.3,3.0,3.6,2.9,6.4,7.0,6.0,6.3,0.75,0.0,0.6,0.6,1.8,3.0,2.0,1.6,0.25,0.0,0.2,0.3,1.45,1.0,1.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.1,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.2,0.1
23,Atacante,América-MG,22.05,3.8,20.96,20.67,2.95,1.0,3.8,3.1,3.29,4.0,3.2,3.2,2.29,2.0,3.8,2.7,6.38,6.0,6.4,6.9,0.81,2.0,1.0,0.8,1.76,1.0,1.8,1.6,0.29,1.0,0.4,0.2,1.38,0.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.4,1.2,0.0,0.0,0.0,0.0,0.38,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.1,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1
25,Atacante,América-MG,22.34,28.5,19.64,20.69,2.91,2.0,2.6,3.1,3.27,3.0,3.0,3.1,2.27,2.0,2.6,2.7,6.55,10.0,6.8,7.0,0.77,0.0,0.6,0.8,1.82,3.0,2.0,1.9,0.27,0.0,0.4,0.2,1.41,2.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,2.0,0.6,1.4,0.0,0.0,0.0,0.0,0.36,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.23,1.0,0.4,0.2,0.05,0.0,0.0,0.0,0.09,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1
26,Atacante,América-MG,21.62,5.7,16.54,19.47,3.0,5.0,2.4,3.5,3.35,5.0,2.6,2.9,2.22,1.0,2.2,2.7,6.48,5.0,5.6,6.4,0.83,2.0,0.8,0.9,1.74,0.0,1.8,1.6,0.26,0.0,0.2,0.2,1.35,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.0,0.8,1.4,0.0,0.0,0.0,0.0,0.35,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.22,0.0,0.4,0.2,0.04,0.0,0.0,0.0,0.09,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.1
27,Atacante,América-MG,22.0,30.8,16.9,20.87,2.92,1.0,2.0,3.2,3.33,3.0,3.0,2.8,2.29,4.0,2.4,2.9,6.42,5.0,6.6,6.0,0.83,1.0,1.0,0.8,1.67,0.0,1.4,1.5,0.25,0.0,0.2,0.2,1.38,2.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.42,2.0,0.4,0.4,0.0,0.0,0.0,0.0,0.21,0.0,0.4,0.2,0.04,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.2,0.1
28,Atacante,América-MG,21.88,19.1,17.58,21.86,2.92,3.0,2.4,3.1,3.48,7.0,4.4,3.5,2.28,2.0,2.2,2.9,6.24,2.0,5.6,5.8,0.84,1.0,1.2,0.9,1.6,0.0,0.8,1.4,0.24,0.0,0.2,0.2,1.4,2.0,1.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.0,1.1,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.04,0.0,0.0,0.0,0.08,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1
29,Atacante,América-MG,21.31,7.0,18.22,19.59,2.88,2.0,2.6,3.2,3.5,4.0,4.4,3.8,2.27,2.0,2.2,3.0,6.31,8.0,6.0,6.2,0.85,1.0,1.0,1.0,1.58,1.0,0.8,1.3,0.23,0.0,0.0,0.2,1.35,0.0,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.38,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.2,0.04,0.0,0.0,0.0,0.08,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.1
30,Atacante,América-MG,21.96,38.7,20.26,19.95,3.04,7.0,3.6,3.1,3.52,4.0,4.6,3.8,2.3,3.0,2.4,2.5,6.37,8.0,5.6,6.2,0.81,0.0,1.0,0.8,1.59,2.0,0.6,1.3,0.22,0.0,0.0,0.2,1.33,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,3.0,1.2,0.9,0.0,0.0,0.0,0.0,0.48,3.0,1.0,0.7,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.2,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1
31,Atacante,América-MG,22.67,41.9,27.5,22.02,3.04,3.0,3.2,2.8,3.46,2.0,4.0,3.3,2.36,4.0,3.0,2.6,6.43,8.0,6.2,5.9,0.79,0.0,0.6,0.7,1.68,4.0,1.4,1.6,0.21,0.0,0.0,0.1,1.36,2.0,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.54,2.0,1.4,0.8,0.0,0.0,0.0,0.0,0.21,1.0,0.2,0.3,0.04,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1
32,Atacante,América-MG,22.69,23.3,26.0,21.45,3.03,3.0,3.6,2.8,3.45,3.0,4.0,3.5,2.41,4.0,3.0,2.7,6.48,8.0,6.8,6.7,0.76,0.0,0.4,0.7,1.69,2.0,1.8,1.6,0.24,1.0,0.2,0.2,1.34,1.0,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.52,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.21,0.0,0.2,0.3,0.03,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.1
33,Atacante,América-MG,22.64,21.1,26.4,21.99,2.93,0.0,3.0,2.7,3.47,4.0,3.4,3.9,2.47,4.0,3.4,2.8,6.43,5.0,7.4,6.5,0.77,1.0,0.4,0.8,1.77,4.0,2.6,1.7,0.27,1.0,0.4,0.3,1.33,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,1.2,1.1,0.0,0.0,0.0,0.0,0.53,1.0,1.2,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.03,0.0,0.0,0.0,0.1,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
1,Goleiro,América-MG,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Goleiro,América-MG,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,Goleiro,América-MG,9.5,12.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Goleiro,América-MG,7.33,3.0,7.33,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,5.0,4.67,4.67,0.67,2.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Goleiro,América-MG,6.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,3.0,4.25,4.25,0.75,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Goleiro,América-MG,4.6,-1.0,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.0,3.6,3.6,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
