apelido,foto,pontuacao,posicao_id,clube_id,entrou_em_campo,A,DS,FS,FC,FD,FF,PS,CA,G,PC,SG,I,DE,V,GS,CV,FT,scout,rodada,DP,GC,PP
Alan Kardec,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_vFJpxe5.png,0.0,5.0,282.0,True,,,,,,,,,,,,,,,,,,,17,,,
Titi,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_swipUAZ.png,1.3,3.0,356.0,True,,1.0,4.0,3.0,,,,1.0,,,,,,,,,,,17,,,
Walter,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_byoeISo.png,1.0,1.0,1371.0,True,,,,,,,,1.0,,,,,3.0,,1.0,,,,17,,,
Everton Ribeiro,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_SWdtKkm.png,1.2,4.0,262.0,True,,,,,1.0,,,,,,,,,,,,,,17,,,
Ganso,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PmRYkjX.png,1.4,4.0,266.0,True,,1.0,1.0,1.0,,,,,,,,,,,,,,,17,,,
Marcos Rocha,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_OnxH8aq.png,0.9,2.0,275.0,True,,1.0,,1.0,,,,,,,,,,,,,,,17,,,
Fransérgio,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_W0RxoOj.png,1.7,4.0,294.0,True,,1.0,1.0,,,,,,,,,,,,,,,,17,,,
Alan Patrick,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_M6Icp8o.png,4.3,4.0,285.0,True,,,1.0,,,1.0,,,,,,,,,,,1.0,,17,,,
Eduardo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5IMT6Pl.png,-1.3,4.0,263.0,True,,,,1.0,,,,1.0,,,,,,,,,,,17,,,
Dodô,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_V85ED0Q.png,-0.1,2.0,277.0,True,,1.0,,1.0,,,,1.0,,,,,,,,,,,17,,,
Camacho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_F7E95Uy.png,-1.9,4.0,277.0,True,,,,3.0,,,,1.0,,,,,,,,,,,17,,,
Wellington Silva,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_blUyoXI.png,7.9,5.0,1371.0,True,,6.0,2.0,1.0,,,,,,,,,,,,,,,17,,,
Vinicius,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ARVnYib.png,5.0,5.0,290.0,True,,3.0,1.0,2.0,,2.0,,,,,,1.0,,,,,,,17,,,
Gil,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_qHWEwAj.png,-0.3,3.0,264.0,True,,,,1.0,,,,,,,,,,,,,,,17,,,
Rafael,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_5tYCknN.png,8.2,1.0,276.0,True,,1.0,,,,,,,,,1.0,,2.0,,,,,,17,,,
Rafael Cabral,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_tTstlht.png,-2.0,1.0,283.0,True,,,,,,,,1.0,,1.0,,,3.0,,3.0,,,,17,,,
Luciano Castán,https://s.sde.globo.com/media/person_role/2023/03/22/photo_220x220.png,0.5,3.0,283.0,True,,,,1.0,,1.0,,,,,,,,,,,,,17,,,
Marinho,https://s.sde.globo.com/media/person_role/2023/06/20/photo_FORMATO.png,3.4,5.0,356.0,True,,,7.0,,,,,,,,,1.0,,,,,,,17,,,
Lucas Sasha,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_xTyetz3.png,3.8,4.0,356.0,True,,3.0,,2.0,,1.0,,,,,,,,,,,,,17,,,
Pablo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jLJg754.png,14.4,5.0,293.0,True,,2.0,2.0,,,,,,1.0,,,,,,,,1.0,,17,,,
Pablo,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PlvYQAE.png,0.2,3.0,262.0,True,,,1.0,1.0,,,,,,,,,,,,,,,17,,,
Sidimar,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_o9GWoGq.png,0.0,3.0,290.0,True,,,,,,,,,,,,,,,,,,,17,,,
Luis Suárez,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_f8gCuyP.png,1.8,5.0,284.0,True,,,2.0,,,1.0,,,,,,,,,,,,,17,,,
Aránguiz,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_WCyBeDb.png,1.7,4.0,285.0,True,,1.0,1.0,,,,,,,,,,,,,,,,17,,,
Medel,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_ciMordA.png,3.6,4.0,267.0,True,,3.0,,,,,,,,,,,,,,,,,17,,,
Vidal,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_Bc6F9kP.png,2.3,4.0,293.0,True,,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,17,,,
Nikão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_k90QI3t.png,2.9,4.0,283.0,True,,2.0,1.0,,,,,,,,,,,,,,,,17,,,
Fábio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ZWCqzu8.png,1.7,2.0,284.0,True,,1.0,1.0,,,,,,,,,,,,,,,,17,,,
Bruno Uvini,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,0.0,3.0,284.0,True,,,,,,,,,,,,,,,,,,,17,,,
Eduardo Sasha,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,0.5,5.0,280.0,True,,,1.0,,,,,,,,,,,,,,,,17,,,
Gabriel,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_mJVxu6R.png,-1.0,1.0,294.0,True,,,,,,,,,,,,,3.0,,4.0,,,,17,,,
Marllon,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,2.6,3.0,1371.0,True,,2.0,1.0,1.0,,,,,,,,,,,,,,,17,,,
Enner Valencia,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,3.6,5.0,285.0,True,,1.0,2.0,,,2.0,,,,,,2.0,,,,,,,17,,,
Jorge Sampaoli,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,5.41,6.0,262.0,True,,,,,,,,,,,,,,1.0,,,,,17,,,
Diogo Barbosa,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,8.2,2.0,266.0,True,,1.0,4.0,,,,,,,,1.0,,,,,,,,17,,,
Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,0.3,4.0,285.0,True,,1.0,,3.0,,,,,,,,,,,,,,,17,,,
Weverton,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,5.0,1.0,275.0,True,,,,,,,,,,,,,6.0,,1.0,,,,17,,,
Gustavo Gómez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,2.5,3.0,275.0,True,,2.0,3.0,1.0,,,,1.0,,,,1.0,,,,,,,17,,,
Thiago Galhardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,3.1,5.0,356.0,True,,,,1.0,1.0,3.0,,,,,,2.0,,,,,,,17,,,
Everson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,0.0,1.0,282.0,True,,,,,,,,1.0,,,,,3.0,,2.0,,,,17,,,
Fernando Diniz,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,7.06,6.0,266.0,True,,,,,,,,,,,,,,1.0,,,,,17,,,
Maguinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,1.7,2.0,290.0,True,,1.0,1.0,,,,,,,,,,,,,,,,17,,,
Pedro Henrique,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,0.0,5.0,285.0,True,,,,,,,,,,,,,,,,,,,17,,,
Vitor Hugo,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,7.0,3.0,265.0,True,,2.0,1.0,3.0,,,,,,,1.0,,,,,,,,17,,,
Luiz Adriano,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,0.0,5.0,285.0,True,,,,,,,,,,,,,,,,,,,17,,,
Fernandinho,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,8.0,4.0,293.0,True,,,,,,,,,1.0,,,,,,,,,,17,,,
Mercado,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,-2.7,3.0,285.0,True,,1.0,,3.0,,,,,,,,,,,,1.0,,,17,,,
Daniel Borges,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_eECHOtV.png,1.4,2.0,327.0,True,,1.0,1.0,1.0,,,,,,,,,,,,,,,17,,,
Samuel Xavier,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,9.3,2.0,266.0,True,,3.0,2.0,1.0,,,,,,,1.0,,,,,,,,17,,,
Bruno Alves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,1.0,3.0,284.0,True,,,2.0,,,,,,,,,,,,,,,,17,,,
Guilherme Marques,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,7.0,5.0,290.0,True,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,17,,,
Madson,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,15.4,2.0,293.0,True,1.0,2.0,,,,,,,1.0,,,,,,,,,,17,,,
Everaldo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,0.0,5.0,265.0,True,,,,,,,,,,,,,,,,,,,17,,,
Renê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8lPW5dD.png,2.3,2.0,285.0,True,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,17,,,
Víctor Cuesta,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,5.6,3.0,263.0,True,,4.0,,,,1.0,,,,,,,,,,,,,17,,,
Filipe Augusto,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,-0.3,4.0,1371.0,True,,,,1.0,,,,,,,,,,,,,,,17,,,
Cano,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,10.3,5.0,266.0,True,,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,17,,,
Lucas Silva,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,5.8,4.0,283.0,True,1.0,,3.0,2.0,,,,,,,,1.0,,,,,,,17,,,
Yago Pikachu,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,1.2,4.0,356.0,True,,1.0,,,,,,,,,,,,,,,,,17,,,
Gilberto,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,3.9,2.0,265.0,True,,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,17,,,
Marlon,https://s.sde.globo.com/media/person_role/2023/07/12/photo_FORMATO.png,3.9,3.0,266.0,True,,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,17,,,
Lucas Lima,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,1.5,4.0,277.0,True,,2.0,,3.0,,,,,,,,,,,,,,,17,,,
Jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,1.2,4.0,267.0,True,,,,,1.0,,,,,,,,,,,,,,17,,,
Mayke,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,9.8,2.0,275.0,True,1.0,4.0,,,,,,,,,,,,,,,,,17,,,
Alisson,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,0.0,4.0,276.0,True,,,,,,,,,,,,,,,,,,,17,,,
João Ricardo,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,5.5,1.0,356.0,True,,,1.0,,,,,,,,,,8.0,,3.0,,,,17,,,
Willian Oliveira,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,1.2,4.0,290.0,True,,1.0,,,,,,,,,,,,,,,,,17,,,
Juninho,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_C3jHgzm.png,0.1,4.0,327.0,True,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,17,,,
Tadeu,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,0.0,1.0,290.0,True,,,,,,,,,,,,,1.0,,1.0,,,,17,,,
Zé Rafael,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,9.8,4.0,275.0,True,1.0,4.0,,,,,,,,,,,,,,,,,17,,,
Otávio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,1.5,4.0,282.0,True,,2.0,,3.0,,,,,,,,,,,,,,,17,,,
Luiz Araújo,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,1.7,5.0,262.0,True,,1.0,1.0,,,,,,,,,,,,,,,,17,,,
Paulo Turra,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_L21KedQ.png,2.81,6.0,277.0,True,,,,,,,,,,,,,,,,,,,17,,,
Wellington Rato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,-0.2,4.0,276.0,True,,,,,,,,,,,,2.0,,,,,,,17,,,
Gabriel,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,1.2,5.0,262.0,True,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,17,,,
Julio Furch,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_fMrOLLy.png,0.0,5.0,277.0,True,,,,,,,,,,,,,,,,,,,17,,,
Léo Pereira,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_Wclql1X.png,-0.8,3.0,262.0,True,,,1.0,1.0,,,,1.0,,,,,,,,,,,17,,,
Neris,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_U329TT2.png,7.6,3.0,283.0,True,1.0,3.0,1.0,5.0,,,,,,,,,,,,,,,17,,,
Clayson,https://s.sde.globo.com/media/person_role/2023/06/30/photo_FORMATO_AACy2wU.png,0.7,5.0,1371.0,True,,,1.0,2.0,,1.0,,,,,,,,,,,,,17,,,
Tiquinho Soares,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TbDAa67.png,17.7,5.0,263.0,True,,,2.0,3.0,,2.0,,,2.0,,,,,,,,,,17,,,
Jemerson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,2.2,3.0,282.0,True,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,17,,,
Bruno Melo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FEUiEbp.png,0.4,3.0,290.0,True,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,17,,,
Fernando Sobral,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_DOXZ9Xn.png,3.5,4.0,1371.0,True,,3.0,1.0,2.0,,,,,,,,,,,,,,,17,,,
Lucas Evangelista,https://s.sde.globo.com/media/person_role/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png,8.2,4.0,280.0,True,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,,17,,,
Robson,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_YXqWsS4.png,1.5,5.0,294.0,True,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,17,,,
Rafael Ratão,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,0.4,5.0,265.0,True,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,17,,,
Marcos Felipe,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_kJmHr1X.png,16.0,1.0,265.0,True,,,,,,,,,,,1.0,,11.0,,,,,,17,,,
João Paulo,https://s.sde.globo.com/media/person_role/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png,10.5,1.0,277.0,True,,,1.0,,,,,1.0,,,,,5.0,,1.0,,,,17,1.0,,
Léo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_upcZmtB.png,1.7,3.0,267.0,True,,1.0,1.0,,,,,,,,,,,,,,,,17,,,
Alê,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_HII8Evy.png,4.2,4.0,327.0,True,,4.0,,2.0,,,,,,,,,,,,,,,17,,,
Sander,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_klsEyT2.png,1.9,2.0,290.0,True,,,2.0,1.0,1.0,,,,,,,,,,,,,,17,,,
Keno,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_RDEOJLs.png,0.8,5.0,266.0,True,,,,,,1.0,,,,,,,,,,,,,17,,,
Tchê Tchê,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_FytIYxJ.png,1.9,4.0,263.0,True,,,2.0,1.0,1.0,,,,,,,,,,,,,,17,,,
Everton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_EcaScZP.png,-0.3,5.0,262.0,True,,,,1.0,,,,,,,,,,,,,,,17,,,
Danilo Barbosa,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_6wIsdHM.png,0.0,4.0,263.0,True,,,,,,,,,,,,,,,,,,,17,,,
Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,1.0,1.0,267.0,True,,,,,,,,,,,,,4.0,,3.0,,,,17,,,
Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,1.1,4.0,284.0,True,,1.0,1.0,2.0,,,,,,,,,,,,,,,17,,,
Guilherme Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,1.5,2.0,282.0,True,,,3.0,,,,,,,,,,,,,,,,17,,,
Carlos de Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,0.8,4.0,285.0,True,,,,,,1.0,,,,,,,,,,,,,17,,,
Allano,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_tmBtY58.png,0.5,5.0,290.0,True,,,1.0,,,,,,,,,,,,,,,,17,,,
Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,2.7,4.0,265.0,True,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,17,,,
Vitor Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,1.7,4.0,293.0,True,,,2.0,,,1.0,,,,,,1.0,,,,,,,17,,,
Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_Zcws9I1.png,-1.0,1.0,327.0,True,,,,,,,,,,,,,3.0,,4.0,,,,17,,,
Philipe Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,2.0,3.0,263.0,True,,2.0,1.0,3.0,,,,,,,,,,,,,,,17,,,
Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,13.9,4.0,262.0,True,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,17,,,
Alan Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,1.7,3.0,1371.0,True,,1.0,,1.0,,1.0,,,,,,,,,,,,,17,,,
Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_gNmfi9P.png,2.7,4.0,294.0,True,,1.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,,17,,,
Iago Maidana,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_CEXnMRV.png,1.8,3.0,327.0,True,,,,2.0,2.0,,,,,,,,,,,,,,17,,,
Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,3.4,4.0,262.0,True,,1.0,5.0,1.0,,,,,,,,,,,,,,,17,,,
João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,0.7,2.0,284.0,True,,,2.0,1.0,,,,,,,,,,,,,,,17,,,
William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,-1.3,2.0,283.0,True,,,,1.0,,,,1.0,,,,,,,,,,,17,,,
Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,1.8,3.0,282.0,True,,2.0,,2.0,,,,,,,,,,,,,,,17,,,
Thiago Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,0.0,4.0,262.0,True,,,,,,,,,,,,,,,,,,,17,,,
Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,1.0,4.0,277.0,True,,,2.0,,,,,,,,,,,,,,,,17,,,
Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,0.1,5.0,277.0,True,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,17,,,
Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,2.1,2.0,356.0,True,,1.0,3.0,2.0,,,,,,,,,,,,,,,17,,,
Edu,https://s.sde.globo.com/media/person_role/2023/09/13/photo_FORMATO_o4zQHNu.png,2.0,5.0,294.0,True,,1.0,,,,1.0,,,,,,,,,,,,,17,,,
Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,3.1,5.0,262.0,True,,,5.0,2.0,1.0,,,,,,,,,,,,,,17,,,
David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,3.6,5.0,276.0,True,,,3.0,3.0,2.0,1.0,,,,,,2.0,,,,,,,17,,,
Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,4.8,4.0,265.0,True,,4.0,,,,,,,,,,,,,,,,,17,,,
Lucas Mineiro,https://s.sde.globo.com/media/person_role/2023/07/04/photo_220x220_AlOmB6m.png,0.9,4.0,1371.0,True,,1.0,,1.0,,,,,,,,,,,,,,,17,,,
Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,1.0,3.0,262.0,True,,,2.0,,,,,,,,,,,,,,,,17,,,
Éder,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ELJqlLk.png,-0.1,3.0,327.0,True,,,,,,,,,,,,1.0,,,,,,,17,,,
Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,3.0,1.0,263.0,True,,,,,,,,,,,,,4.0,,1.0,,,,17,,,
Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,10.2,3.0,276.0,True,,2.0,1.0,,2.0,,,,,,1.0,1.0,,,,,,,17,,,
Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,17.8,5.0,275.0,True,,,3.0,1.0,,1.0,,,2.0,,,2.0,,,,,,,17,,,
Matheus Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,2.9,4.0,283.0,True,,2.0,1.0,,,,,,,,,,,,,,,,17,,,
Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_vrVAWB7.png,5.1,2.0,283.0,True,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,,17,,,
Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,5.6,3.0,266.0,True,,,2.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,17,,,
Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,7.4,5.0,282.0,True,,2.0,1.0,2.0,2.0,1.0,,1.0,,,,1.0,,,,,1.0,,17,,,
Wesley Carvalho,https://s.sde.globo.com/media/person_role/2022/05/05/21d7b4d24237a06ec8872f1ff041e713_FORMATO.png,5.8,6.0,293.0,True,,,,,,,,,,,,,,,,,,,17,,,
Ramón Díaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,3.75,6.0,267.0,True,,,,,,,,,,,,,,,,,,,17,,,
Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,13.0,5.0,1371.0,True,,,2.0,1.0,3.0,1.0,,,1.0,,,1.0,,,,,,,17,,,
Palacios,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,-0.4,2.0,283.0,True,,1.0,,2.0,,,,1.0,,,,,,,,,,,17,,,
Mateus Vital,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,3.4,4.0,283.0,True,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,17,,,
Wanderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,3.3,5.0,285.0,True,,1.0,,1.0,2.0,,,,,,,,,,,,,,17,,,
Benítez,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_AwXLo9s.png,1.8,4.0,327.0,True,,,2.0,,,1.0,,,,,,,,,,,,,17,,,
Gabriel Inocêncio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,0.0,2.0,277.0,True,,,,,,,,,,,,,,,,,,,17,,,
Paulo Henrique,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,0.0,2.0,267.0,True,,,,,,,,,,,,,,,,,,,17,,,
Andrey,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_19c678V.png,6.2,4.0,294.0,True,,5.0,1.0,1.0,,,,,,,,,,,,,,,17,,,
Marlon Freitas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,2.4,4.0,263.0,True,,2.0,,,,,,,,,,,,,,,,,17,,,
Cleiton,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,7.0,1.0,280.0,True,,,,,,,,,,,1.0,,2.0,,,,,,17,,,
Matheusinho,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_XPWRxHa.png,-0.3,4.0,327.0,True,,,,1.0,,,,,,,,,,,,,,,17,,,
Breno Lopes,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,3.6,5.0,275.0,True,,1.0,,,2.0,,,,,,,,,,,,,,17,,,
Matheus Fernandes,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,5.3,4.0,280.0,True,,4.0,1.0,,,,,,,,,,,,,,,,17,,,
